고객ID,요금제,누적결제금액,최근주문경과일,만족도점수,이탈여부,이탈확률,위험등급
C107694,Standard,238000,31,4.9,0,0.5,중간
C107695,Basic,1386000,14,2.5,0,0.739,높음
C107696,Standard,748000,48,3.8,1,0.468,중간
C107697,Standard,1985100,11,2.4,0,0.585,중간
C107698,Basic,852800,53,2.7,0,0.809,높음
C107699,Standard,45000,7,2.9,1,0.448,중간
C107700,Standard,2221600,34,3.7,0,0.289,낮음
C107701,Premium,1095600,0,3.7,0,0.068,낮음
C107702,Basic,3784300,34,1.9,1,0.508,중간
C107703,Premium,3055500,0,3.6,0,0.099,낮음
C107704,Standard,2873600,14,2.9,0,0.425,중간
C107705,Basic,394700,32,3.6,0,0.618,높음
C107706,Basic,509600,14,1.5,0,0.822,높음
C107707,Basic,4674600,10,3.1,0,0.254,낮음
C107708,Basic,644800,23,4.0,0,0.462,중간
C107709,Basic,3935900,0,3.2,0,0.085,낮음
C107710,Basic,1347400,31,1.3,0,0.752,높음
C107711,Basic,3219000,31,3.9,0,0.593,중간
C107712,Basic,1726900,7,4.2,0,0.341,중간
C107713,Standard,1157500,17,3.2,0,0.489,중간
C107714,Standard,657800,95,2.5,1,0.971,높음
C107715,Standard,2011000,21,3.9,0,0.441,중간
C107716,Basic,128100,27,5.0,0,0.268,낮음
C107717,Basic,192200,4,3.6,0,0.366,중간
C107718,Basic,598400,2,3.5,0,0.257,낮음
C107719,Basic,249300,15,2.9,0,0.472,중간
C107720,Premium,2952000,53,4.3,0,0.358,중간
C107721,Basic,1342100,0,2.1,0,0.347,중간
C107722,Standard,877000,0,4.3,0,0.168,낮음
C107723,Basic,893600,31,3.6,0,0.678,높음
C107724,Basic,167000,33,4.4,0,0.447,중간
C107725,Basic,526700,14,3.6,0,0.343,중간
C107726,Standard,444400,29,2.8,0,0.444,중간
C107727,Basic,410700,37,4.5,0,0.422,중간
C107728,Basic,2185900,13,3.8,0,0.275,낮음
C107729,Basic,1823500,20,3.3,1,0.646,높음
C107730,Standard,479700,6,5.0,0,0.164,낮음
C107731,Standard,571200,16,3.6,0,0.538,중간
C107732,Standard,382800,37,1.5,0,0.738,높음
C107733,Standard,559000,12,3.7,0,0.307,중간
C107734,Standard,875700,37,3.4,0,0.527,중간
C107735,Basic,705100,14,4.0,0,0.569,중간
C107736,Basic,468000,53,1.2,0,0.852,높음
C107737,Premium,2033500,62,4.6,0,0.406,중간
C107738,Basic,189100,51,3.1,1,0.801,높음
C107739,Basic,1078600,13,1.2,0,0.603,높음
C107740,Basic,1632400,6,4.0,0,0.237,낮음
C107741,Basic,884400,2,3.5,0,0.347,중간
C107742,Basic,1785600,17,3.5,0,0.539,중간
C107743,Basic,508600,6,3.0,0,0.312,중간
C107744,Basic,1308200,21,3.7,0,0.415,중간
C107745,Standard,1047000,70,1.0,0,0.906,높음
C107746,Basic,262100,56,2.9,0,0.859,높음
C107747,Standard,3024800,25,4.4,0,0.114,낮음
C107748,Standard,1904800,12,3.3,0,0.241,낮음
C107749,Standard,1675800,37,2.5,0,0.626,높음
C107750,Standard,311400,31,5.0,0,0.33,중간
C107751,Basic,200800,38,3.2,1,0.754,높음
C107752,Basic,1431000,24,2.0,0,0.788,높음
C107753,Standard,4297600,22,2.4,0,0.344,중간
C107754,Basic,458600,35,4.1,0,0.791,높음
C107755,Standard,1678100,0,3.2,0,0.117,낮음
C107756,Premium,6264700,4,3.6,0,0.2,낮음
C107757,Basic,10291400,19,2.2,0,0.391,중간
C107758,Premium,4437000,22,4.2,0,0.27,낮음
C107759,Standard,850800,2,4.7,0,0.152,낮음
C107760,Standard,708400,23,3.7,1,0.548,중간
C107761,Standard,165200,33,3.6,0,0.489,중간
C107762,Basic,1012300,22,3.2,0,0.644,높음
C107763,Standard,2633400,6,3.4,1,0.198,낮음
C107764,Standard,969600,0,3.6,0,0.144,낮음
C107765,Standard,699700,34,3.6,0,0.703,높음
C107766,Basic,2333800,27,3.2,0,0.702,높음
C107767,Basic,517200,17,3.3,0,0.669,높음
C107768,Basic,933300,71,2.8,0,0.907,높음
C107769,Basic,1090800,12,4.3,0,0.208,낮음
C107770,Standard,839500,18,5.0,0,0.121,낮음
C107771,Standard,46400,8,4.0,0,0.261,낮음
C107772,Standard,213100,9,4.3,0,0.28,낮음
C107773,Premium,487200,24,3.8,1,0.595,중간
C107774,Basic,801400,22,3.9,0,0.414,중간
C107775,Standard,2865200,37,2.5,0,0.577,중간
C107776,Standard,183100,13,4.6,0,0.244,낮음
C107777,Basic,1357600,4,3.1,0,0.302,중간
C107778,Basic,372500,5,2.9,0,0.391,중간
C107779,Basic,3586800,10,2.1,1,0.654,높음
C107780,Basic,5390300,15,3.6,0,0.497,중간
C107781,Basic,534100,4,4.0,0,0.217,낮음
C107782,Standard,275400,8,2.7,0,0.378,중간
C107783,Standard,2368100,50,3.5,0,0.711,높음
C107784,Standard,405800,0,4.0,0,0.139,낮음
C107785,Standard,1716000,4,5.0,0,0.102,낮음
C107786,Standard,5084000,29,3.7,0,0.505,중간
C107787,Basic,1763200,54,3.6,0,0.598,중간
C107788,Basic,101400,42,3.4,0,0.772,높음
C107789,Standard,504000,10,2.9,0,0.561,중간
C107790,Basic,2290300,40,4.3,0,0.577,중간
C107791,Basic,5067400,14,4.4,0,0.152,낮음
C107792,Basic,237800,0,2.7,0,0.428,중간
C107793,Standard,965800,32,3.3,0,0.423,중간
C107794,Standard,1830200,17,3.8,1,0.331,중간
C107795,Basic,364600,36,4.3,0,0.494,중간
C107796,Standard,1508400,41,4.7,1,0.597,중간
C107797,Standard,498800,5,3.1,0,0.193,낮음
C107798,Basic,1537200,13,3.7,0,0.3,낮음
C107799,Basic,1747800,56,2.9,1,0.861,높음
C107800,Premium,3682600,39,4.2,0,0.434,중간
C107801,Standard,516000,70,3.6,0,0.853,높음
C107802,Standard,3791300,67,2.2,1,0.854,높음
C107803,Standard,710500,2,2.2,0,0.32,중간
C107804,Basic,536400,19,3.2,1,0.639,높음
C107805,Basic,302600,0,3.9,0,0.187,낮음
C107806,Premium,1398600,25,2.9,0,0.434,중간
C107807,Standard,212500,19,4.7,0,0.265,낮음
C107808,Basic,1284000,15,1.7,0,0.702,높음
C107809,Standard,1860500,17,4.2,0,0.172,낮음
C107810,Basic,314200,22,3.3,1,0.533,중간
C107811,Basic,1682600,22,4.1,0,0.607,높음
C107812,Premium,2079000,9,3.2,0,0.395,중간
C107813,Premium,2291600,13,4.9,0,0.075,낮음
C107814,Standard,1901000,0,2.9,0,0.194,낮음
C107815,Standard,46700,6,5.0,0,0.127,낮음
C107816,Standard,478200,14,5.0,0,0.232,낮음
C107817,Premium,6527000,4,3.3,0,0.073,낮음
C107818,Premium,234000,33,3.3,1,0.421,중간
C107819,Standard,469000,37,2.8,1,0.601,높음
C107820,Standard,882000,40,3.4,0,0.572,중간
C107821,Standard,2298200,16,2.4,0,0.285,낮음
C107822,Basic,277800,23,3.5,1,0.326,중간
C107823,Standard,590700,0,4.0,1,0.166,낮음
C107824,Standard,6833600,50,2.9,0,0.649,높음
C107825,Standard,394200,1,2.8,0,0.283,낮음
C107826,Basic,1212800,13,3.2,0,0.331,중간
C107827,Basic,2003300,0,4.4,0,0.172,낮음
C107828,Standard,629200,9,3.7,0,0.251,낮음
C107829,Basic,506400,21,3.5,1,0.672,높음
C107830,Standard,446900,10,4.5,0,0.28,낮음
C107831,Standard,1038400,0,4.1,0,0.196,낮음
C107832,Basic,3107300,55,3.2,1,0.83,높음
C107833,Basic,3969000,15,3.7,0,0.246,낮음
C107834,Basic,2262000,0,3.3,0,0.228,낮음
C107835,Standard,982900,97,5.0,0,0.788,높음
C107836,Standard,82500,44,3.6,0,0.594,중간
C107837,Basic,2448700,34,4.0,0,0.584,중간
C107838,Basic,1152000,17,3.6,1,0.417,중간
C107839,Standard,464200,46,3.5,0,0.736,높음
C107840,Premium,439800,65,3.0,1,0.78,높음
C107841,Premium,487100,8,4.4,0,0.129,낮음
C107842,Standard,1133700,0,3.6,0,0.13,낮음
C107843,Standard,445200,13,3.6,0,0.493,중간
C107844,Premium,3466800,29,3.6,0,0.167,낮음
C107845,Premium,1797800,41,5.0,0,0.215,낮음
C107846,Standard,665300,75,4.3,1,0.714,높음
C107847,Basic,649600,71,2.6,1,0.947,높음
C107848,Standard,1300600,1,5.0,0,0.108,낮음
C107849,Basic,9542400,11,4.0,0,0.301,중간
C107850,Basic,601900,10,5.0,0,0.148,낮음
C107851,Premium,159600,60,4.4,0,0.731,높음
C107852,Basic,191100,60,2.5,1,0.954,높음
C107853,Standard,591400,10,4.6,0,0.196,낮음
C107854,Premium,284400,8,2.4,0,0.321,중간
C107855,Basic,2943600,0,3.4,0,0.193,낮음
C107856,Standard,335700,67,3.3,0,0.767,높음
C107857,Premium,309700,43,4.4,0,0.368,중간
C107858,Standard,1489200,0,3.6,0,0.146,낮음
C107859,Basic,1891100,0,2.6,0,0.339,중간
C107860,Basic,723200,13,3.8,0,0.331,중간
C107861,Basic,1451100,23,3.4,1,0.626,높음
C107862,Basic,208600,2,1.1,0,0.536,중간
C107863,Basic,688500,47,4.6,0,0.587,중간
C107864,Standard,793600,45,2.5,0,0.819,높음
C107865,Standard,1433200,0,4.1,0,0.129,낮음
C107866,Standard,1008000,2,2.4,0,0.189,낮음
C107867,Basic,969800,16,2.4,0,0.546,중간
C107868,Basic,1026000,24,3.4,1,0.653,높음
C107869,Basic,918400,0,2.6,0,0.324,중간
C107870,Premium,3377400,36,3.9,1,0.252,낮음
C107871,Basic,1021400,19,2.7,0,0.601,높음
C107872,Premium,3048800,0,5.0,0,0.043,낮음
C107873,Basic,186700,0,3.1,0,0.17,낮음
C107874,Basic,1704000,12,2.5,0,0.366,중간
C107875,Basic,671500,34,3.5,1,0.582,중간
C107876,Premium,2079400,16,3.0,0,0.204,낮음
C107877,Premium,3478600,3,4.7,0,0.105,낮음
C107878,Basic,364600,0,3.8,0,0.244,낮음
C107879,Basic,6737900,22,4.1,1,0.248,낮음
C107880,Standard,1055300,26,4.6,0,0.424,중간
C107881,Basic,4968000,51,3.6,0,0.802,높음
C107882,Standard,988400,46,3.8,0,0.751,높음
C107883,Basic,7893600,0,3.3,0,0.099,낮음
C107884,Basic,3361500,13,2.7,1,0.506,중간
C107885,Standard,1139700,76,2.8,1,0.773,높음
C107886,Basic,1411700,0,4.4,1,0.204,낮음
C107887,Premium,2335100,43,3.8,0,0.41,중간
C107888,Basic,2096200,4,3.8,0,0.199,낮음
C107889,Premium,8105800,11,2.8,0,0.134,낮음
C107890,Premium,6142500,0,3.6,0,0.066,낮음
C107891,Basic,868600,18,2.7,0,0.515,중간
C107892,Basic,508400,35,5.0,0,0.631,높음
C107893,Basic,1569600,27,2.6,0,0.514,중간
C107894,Basic,991800,80,3.4,1,0.918,높음
C107895,Standard,1146600,20,3.6,0,0.26,낮음
C107896,Premium,1831200,3,3.6,0,0.195,낮음
C107897,Standard,485800,0,2.1,0,0.348,중간
C107898,Standard,572400,23,4.4,0,0.337,중간
C107899,Basic,278300,30,4.2,1,0.668,높음
C107900,Standard,1726400,0,3.5,0,0.139,낮음
C107901,Premium,1233800,0,3.7,0,0.092,낮음
C107902,Standard,2859400,11,3.4,0,0.224,낮음
C107903,Standard,248400,17,4.0,0,0.408,중간
C107904,Basic,636300,80,1.4,1,0.987,높음
C107905,Premium,2761700,35,4.1,0,0.206,낮음
C107906,Basic,1616400,0,5.0,0,0.083,낮음
C107907,Basic,5775800,13,3.7,0,0.375,중간
C107908,Standard,249100,37,3.6,1,0.595,중간
C107909,Standard,154700,14,3.3,0,0.512,중간
C107910,Standard,657000,46,1.8,0,0.753,높음
C107911,Premium,4475500,15,5.0,0,0.073,낮음
C107912,Standard,73600,23,3.2,0,0.46,중간
C107913,Premium,1676800,7,4.0,0,0.084,낮음
C107914,Standard,323800,18,4.1,0,0.415,중간
C107915,Basic,1118600,21,4.6,1,0.278,낮음
C107916,Standard,668800,5,1.9,0,0.342,중간
C107917,Standard,2653600,49,4.0,0,0.418,중간
C107918,Standard,3043800,2,4.2,0,0.086,낮음
C107919,Basic,168000,27,4.1,0,0.319,중간
C107920,Basic,2580000,0,2.8,0,0.276,낮음
C107921,Basic,4623500,20,3.2,0,0.637,높음
C107922,Basic,1307000,5,3.2,1,0.436,중간
C107923,Premium,5152500,0,3.4,0,0.078,낮음
C107924,Standard,429800,25,4.0,0,0.66,높음
C107925,Basic,922500,26,4.9,0,0.292,낮음
C107926,Basic,1345900,0,3.4,0,0.248,낮음
C107927,Basic,1422900,18,3.8,0,0.507,중간
C107928,Basic,235400,71,1.9,1,0.927,높음
C107929,Standard,2550200,8,5.0,0,0.09,낮음
C107930,Standard,762400,19,5.0,0,0.381,중간
C107931,Premium,455000,41,5.0,0,0.467,중간
C107932,Basic,648000,15,3.3,0,0.738,높음
C107933,Basic,1835000,19,3.5,1,0.571,중간
C107934,Basic,995500,0,5.0,0,0.156,낮음
C107935,Standard,4143200,0,3.0,0,0.147,낮음
C107936,Standard,279300,9,1.9,0,0.58,중간
C107937,Standard,790400,5,2.9,0,0.217,낮음
C107938,Basic,2931400,20,4.1,0,0.274,낮음
C107939,Basic,3161000,27,4.0,0,0.383,중간
C107940,Basic,1474800,16,4.5,1,0.465,중간
C107941,Standard,1303600,0,4.6,0,0.092,낮음
C107942,Basic,1228500,45,3.6,1,0.783,높음
C107943,Basic,295800,6,4.9,0,0.199,낮음
C107944,Basic,199500,56,3.5,1,0.881,높음
C107945,Standard,1019700,3,2.7,0,0.259,낮음
C107946,Standard,3763500,0,3.7,0,0.086,낮음
C107947,Standard,2735800,25,3.2,0,0.482,중간
C107948,Basic,1323500,7,4.4,0,0.214,낮음
C107949,Basic,740500,26,4.5,0,0.578,중간
C107950,Standard,5643000,20,3.3,0,0.333,중간
C107951,Basic,532000,58,2.8,1,0.853,높음
C107952,Premium,5734800,0,3.6,0,0.075,낮음
C107953,Basic,365100,32,3.6,0,0.781,높음
C107954,Standard,1469200,0,4.2,0,0.126,낮음
C107955,Basic,3483800,0,3.7,0,0.185,낮음
C107956,Standard,158000,16,4.2,0,0.223,낮음
C107957,Basic,756400,30,3.6,1,0.729,높음
C107958,Standard,981800,4,3.0,1,0.335,중간
C107959,Basic,686900,13,2.4,1,0.533,중간
C107960,Basic,237800,9,3.2,0,0.406,중간
C107961,Basic,3832900,0,4.6,0,0.081,낮음
C107962,Standard,238100,37,2.6,1,0.869,높음
C107963,Basic,613800,46,4.7,0,0.497,중간
C107964,Standard,128800,89,1.0,1,0.991,높음
C107965,Standard,1727700,37,2.3,0,0.782,높음
C107966,Basic,744600,0,2.8,1,0.238,낮음
C107967,Standard,797600,0,3.6,1,0.17,낮음
C107968,Premium,8246200,8,3.1,0,0.205,낮음
C107969,Basic,1483400,23,3.2,0,0.352,중간
C107970,Basic,2200300,11,3.3,0,0.426,중간
C107971,Basic,980600,0,1.4,0,0.493,중간
C107972,Basic,3915000,19,3.5,0,0.461,중간
C107973,Standard,1523500,20,3.0,0,0.365,중간
C107974,Premium,4476800,5,2.7,0,0.198,낮음
C107975,Standard,1924600,36,3.6,0,0.288,낮음
C107976,Standard,399600,65,2.4,1,0.934,높음
C107977,Premium,2224600,31,3.6,0,0.228,낮음
C107978,Basic,2770600,0,2.5,0,0.229,낮음
C107979,Basic,1705400,24,2.5,0,0.594,중간
C107980,Basic,901800,8,4.5,0,0.219,낮음
C107981,Standard,23300,44,2.7,1,0.831,높음
C107982,Basic,565400,41,3.2,1,0.863,높음
C107983,Standard,5570000,12,1.5,1,0.369,중간
C107984,Basic,792000,97,3.3,1,0.963,높음
C107985,Standard,363200,0,3.4,0,0.247,낮음
C107986,Premium,9149400,2,2.4,0,0.07,낮음
C107987,Basic,33700,61,4.7,1,0.882,높음
C107988,Basic,1057000,45,3.3,0,0.631,높음
C107989,Standard,3504300,36,4.8,0,0.236,낮음
C107990,Basic,7110000,5,2.9,0,0.188,낮음
C107991,Basic,1023100,7,2.8,0,0.452,중간
C107992,Standard,615600,53,3.0,0,0.776,높음
C107993,Standard,1507800,42,4.0,1,0.457,중간
C107994,Basic,1006700,79,1.5,1,0.942,높음
C107995,Basic,1455300,0,3.9,0,0.203,낮음
C107996,Standard,553400,6,2.6,1,0.331,중간
C107997,Standard,1867800,22,5.0,0,0.182,낮음
C107998,Basic,3304000,30,5.0,0,0.165,낮음
C107999,Premium,3231400,17,4.0,0,0.321,중간
C108000,Premium,6907700,0,4.3,0,0.037,낮음
C108001,Basic,720000,45,3.4,0,0.579,중간
C108002,Premium,3828000,1,3.9,0,0.088,낮음
C108003,Standard,815400,33,4.3,1,0.59,중간
C108004,Premium,1028700,35,5.0,0,0.199,낮음
C108005,Standard,215000,18,4.0,1,0.501,중간
C108006,Basic,2040000,9,5.0,0,0.131,낮음
C108007,Premium,3174200,82,2.6,0,0.899,높음
C108008,Premium,1492900,27,3.5,0,0.415,중간
C108009,Standard,1692900,10,3.8,0,0.334,중간
C108010,Standard,3915000,0,3.2,0,0.213,낮음
C108011,Basic,414000,39,3.9,0,0.624,높음
C108012,Standard,1408400,29,3.5,1,0.6,중간
C108013,Basic,780300,0,2.0,1,0.508,중간
C108014,Basic,4572800,0,3.8,0,0.121,낮음
C108015,Standard,2905000,8,2.3,0,0.267,낮음
C108016,Standard,492800,39,3.7,0,0.65,높음
C108017,Basic,528000,30,3.9,0,0.548,중간
C108018,Standard,1361900,2,4.5,0,0.132,낮음
C108019,Basic,345600,5,3.9,0,0.332,중간
C108020,Standard,916000,17,4.6,0,0.401,중간
C108021,Standard,3194100,18,4.6,0,0.156,낮음
C108022,Basic,1206500,3,3.0,0,0.319,중간
C108023,Basic,243600,16,3.7,0,0.634,높음
C108024,Standard,425600,52,2.9,0,0.774,높음
C108025,Standard,224300,29,5.0,0,0.344,중간
C108026,Standard,73700,16,3.0,0,0.701,높음
C108027,Basic,846200,7,4.3,0,0.216,낮음
C108028,Basic,1028300,13,3.0,0,0.305,중간
C108029,Standard,569500,33,3.9,0,0.436,중간
C108030,Basic,463000,40,4.2,1,0.789,높음
C108031,Premium,299400,23,3.8,0,0.219,낮음
C108032,Premium,3013200,6,4.4,0,0.054,낮음
C108033,Standard,752600,21,5.0,0,0.309,중간
C108034,Standard,5295700,29,3.8,0,0.283,낮음
C108035,Standard,1416000,20,4.9,0,0.245,낮음
C108036,Basic,275200,0,3.7,1,0.355,중간
C108037,Standard,1879400,67,3.6,0,0.787,높음
C108038,Basic,563200,3,2.6,0,0.332,중간
C108039,Basic,3541500,25,3.9,0,0.208,낮음
C108040,Standard,1683000,0,2.3,0,0.29,낮음
C108041,Basic,3226200,19,3.6,0,0.627,높음
C108042,Basic,340000,0,3.2,0,0.407,중간
C108043,Basic,371300,2,4.0,0,0.24,낮음
C108044,Standard,2196400,17,3.6,0,0.411,중간
C108045,Standard,435100,5,5.0,0,0.122,낮음
C108046,Standard,231000,0,3.0,1,0.323,중간
C108047,Premium,4609400,0,3.2,0,0.094,낮음
C108048,Basic,1488500,89,3.4,1,0.968,높음
C108049,Premium,2575200,42,5.0,0,0.458,중간
C108050,Basic,1066200,16,5.0,0,0.431,중간
C108051,Basic,2054400,43,3.8,1,0.752,높음
C108052,Basic,753600,35,4.4,0,0.471,중간
C108053,Premium,841500,71,4.5,0,0.522,중간
C108054,Standard,1109800,26,4.0,0,0.292,낮음
C108055,Standard,1787500,53,4.3,1,0.742,높음
C108056,Basic,189700,30,2.5,1,0.7,높음
C108057,Basic,1461900,12,3.2,1,0.547,중간
C108058,Premium,2782600,0,3.1,0,0.118,낮음
C108059,Standard,922800,0,4.2,0,0.116,낮음
C108060,Premium,5260000,8,3.3,0,0.077,낮음
C108061,Premium,305000,5,3.6,0,0.085,낮음
C108062,Standard,1232800,54,2.8,0,0.792,높음
C108063,Basic,156100,18,5.0,0,0.492,중간
C108064,Standard,1138300,2,2.8,0,0.151,낮음
C108065,Basic,3600000,0,3.5,0,0.107,낮음
C108066,Basic,1936500,42,3.7,0,0.74,높음
C108067,Basic,784000,70,3.5,0,0.914,높음
C108068,Basic,192100,64,2.3,1,0.895,높음
C108069,Standard,3409600,14,2.3,1,0.431,중간
C108070,Standard,230300,18,4.7,0,0.359,중간
C108071,Basic,2206600,0,4.7,0,0.134,낮음
C108072,Basic,191900,0,3.3,0,0.332,중간
C108073,Standard,552800,7,2.7,0,0.368,중간
C108074,Standard,2124500,4,2.7,0,0.183,낮음
C108075,Standard,203200,59,3.0,0,0.761,높음
C108076,Basic,200400,46,4.5,0,0.776,높음
C108077,Standard,2439400,71,1.8,1,0.878,높음
C108078,Basic,523800,0,3.6,0,0.317,중간
C108079,Standard,62300,3,3.8,1,0.242,낮음
C108080,Premium,919800,3,3.6,0,0.175,낮음
C108081,Standard,921100,34,3.6,0,0.587,중간
C108082,Basic,4038600,11,3.8,0,0.147,낮음
C108083,Standard,2185900,0,3.4,0,0.193,낮음
C108084,Standard,539000,19,4.6,0,0.207,낮음
C108085,Basic,944600,27,2.8,0,0.525,중간
C108086,Premium,2734400,45,3.7,0,0.554,중간
C108087,Standard,377400,31,3.3,1,0.409,중간
C108088,Standard,201200,3,3.6,0,0.247,낮음
C108089,Premium,8933800,0,4.4,0,0.035,낮음
C108090,Standard,179900,7,3.5,0,0.232,낮음
C108091,Basic,2295500,0,3.2,0,0.273,낮음
C108092,Premium,116300,10,3.7,0,0.351,중간
C108093,Basic,458900,19,3.9,0,0.353,중간
C108094,Basic,1411800,103,2.8,1,0.97,높음
C108095,Standard,1786000,3,4.9,0,0.068,낮음
C108096,Basic,1080000,69,3.1,0,0.832,높음
C108097,Standard,1860200,19,3.4,0,0.475,중간
C108098,Basic,274900,21,3.6,0,0.5,중간
C108099,Basic,470900,1,3.0,0,0.318,중간
C108100,Standard,1577800,8,4.7,0,0.14,낮음
C108101,Standard,921200,9,2.5,0,0.578,중간
C108102,Basic,99000,19,3.8,0,0.378,중간
C108103,Basic,586700,38,3.9,0,0.55,중간
C108104,Basic,763200,1,4.6,0,0.203,낮음
C108105,Basic,1640200,0,3.0,0,0.271,낮음
C108106,Premium,10936000,0,3.0,0,0.051,낮음
C108107,Basic,529900,29,3.4,1,0.516,중간
C108108,Standard,2380800,19,2.2,0,0.667,높음
C108109,Standard,1213700,43,4.1,1,0.601,높음
C108110,Basic,1148200,3,4.3,0,0.161,낮음
C108111,Standard,331500,8,3.0,0,0.261,낮음
C108112,Basic,473800,0,4.7,0,0.241,낮음
C108113,Basic,1178400,22,2.5,1,0.648,높음
C108114,Basic,264100,54,4.0,1,0.745,높음
C108115,Basic,2490600,18,3.1,0,0.422,중간
C108116,Standard,850800,82,2.6,1,0.934,높음
C108117,Standard,1076000,1,2.5,1,0.261,낮음
C108118,Basic,554900,77,3.1,0,0.959,높음
C108119,Basic,1144500,25,2.8,0,0.767,높음
C108120,Premium,4276800,0,5.0,0,0.036,낮음
C108121,Standard,201600,17,5.0,0,0.361,중간
C108122,Basic,551500,13,3.3,0,0.736,높음
C108123,Standard,5130800,47,4.8,1,0.351,중간
C108124,Standard,268200,44,2.5,1,0.655,높음
C108125,Premium,4357000,0,5.0,0,0.098,낮음
C108126,Basic,350700,78,3.2,1,0.948,높음
C108127,Basic,1758200,0,3.8,0,0.239,낮음
C108128,Standard,153800,37,4.4,1,0.259,낮음
C108129,Standard,124500,36,3.8,0,0.555,중간
C108130,Standard,98800,15,5.0,0,0.21,낮음
C108131,Premium,2382200,8,3.9,1,0.244,낮음
C108132,Basic,2908800,16,3.1,0,0.468,중간
C108133,Basic,4263800,0,2.8,0,0.197,낮음
C108134,Basic,636600,20,4.1,0,0.487,중간
C108135,Standard,1234200,25,2.7,0,0.379,중간
C108136,Basic,91400,31,5.0,1,0.401,중간
C108137,Standard,774800,0,2.4,0,0.285,낮음
C108138,Basic,195300,39,3.6,0,0.826,높음
C108139,Premium,4459700,8,2.9,0,0.38,중간
C108140,Standard,995300,51,3.6,1,0.71,높음
C108141,Basic,1942100,14,3.6,0,0.515,중간
C108142,Basic,37000,45,1.7,0,0.913,높음
C108143,Standard,400100,17,2.9,0,0.418,중간
C108144,Basic,833400,0,3.0,0,0.318,중간
C108145,Standard,171000,8,3.9,0,0.281,낮음
C108146,Basic,867600,36,2.7,0,0.568,중간
C108147,Standard,893100,0,2.8,0,0.335,중간
C108148,Basic,473000,85,2.1,1,0.965,높음
C108149,Basic,47700,17,3.7,0,0.665,높음
C108150,Premium,7651800,0,3.3,0,0.068,낮음
C108151,Basic,2876600,0,4.3,0,0.171,낮음
C108152,Premium,15479000,0,3.6,0,0.028,낮음
C108153,Standard,2110000,7,4.4,0,0.309,중간
C108154,Standard,2130300,48,4.2,0,0.406,중간
C108155,Basic,4252400,0,3.9,0,0.135,낮음
C108156,Basic,981100,43,2.5,1,0.834,높음
C108157,Basic,6228000,40,3.9,0,0.494,중간
C108158,Basic,7348200,0,4.3,0,0.085,낮음
C108159,Basic,377300,88,3.6,1,0.964,높음
C108160,Standard,379100,16,2.3,0,0.483,중간
C108161,Basic,2332500,14,3.7,0,0.386,중간
C108162,Standard,565200,54,3.6,1,0.805,높음
C108163,Standard,950000,11,5.0,0,0.159,낮음
C108164,Premium,2410700,0,3.9,0,0.079,낮음
C108165,Standard,1168500,27,3.9,0,0.629,높음
C108166,Basic,970600,26,3.3,0,0.353,중간
C108167,Standard,821500,5,3.2,0,0.277,낮음
C108168,Standard,2093000,112,3.1,0,0.975,높음
C108169,Standard,1313700,11,2.6,0,0.37,중간
C108170,Standard,365400,25,3.0,0,0.71,높음
C108171,Basic,658400,4,4.5,0,0.252,낮음
C108172,Basic,1464000,0,2.0,0,0.293,낮음
C108173,Basic,158300,1,3.6,0,0.347,중간
C108174,Standard,754600,7,4.0,0,0.144,낮음
C108175,Standard,209000,0,1.2,0,0.459,중간
C108176,Standard,195400,49,3.5,0,0.697,높음
C108177,Basic,1147300,18,3.8,0,0.338,중간
C108178,Basic,8703700,13,4.5,0,0.326,중간
C108179,Premium,12933100,21,4.6,0,0.102,낮음
C108180,Standard,1145000,91,3.6,1,0.878,높음
C108181,Premium,869400,23,4.0,1,0.441,중간
C108182,Premium,700000,40,2.9,0,0.666,높음
C108183,Standard,767500,0,4.0,0,0.146,낮음
C108184,Standard,829600,0,2.2,0,0.389,중간
C108185,Basic,3636400,22,3.8,0,0.482,중간
C108186,Basic,77000,12,4.7,0,0.19,낮음
C108187,Standard,5623200,57,3.2,0,0.745,높음
C108188,Standard,466600,13,3.8,1,0.192,낮음
C108189,Premium,4645100,0,4.0,0,0.045,낮음
C108190,Premium,3738200,64,3.7,0,0.494,중간
C108191,Basic,85500,84,3.8,0,0.9,높음
C108192,Standard,371500,32,3.2,1,0.566,중간
C108193,Basic,1132800,50,3.8,1,0.59,중간
C108194,Basic,1017100,49,2.0,0,0.742,높음
C108195,Basic,3637800,30,3.1,0,0.644,높음
C108196,Basic,216800,18,3.1,0,0.573,중간
C108197,Basic,2156300,28,3.4,0,0.472,중간
C108198,Standard,2406400,29,4.0,0,0.166,낮음
C108199,Basic,2882400,17,5.0,0,0.252,낮음
C108200,Premium,986200,12,3.7,0,0.189,낮음
C108201,Standard,2616600,30,4.2,0,0.48,중간
C108202,Standard,573600,25,3.2,0,0.429,중간
C108203,Standard,602100,18,3.6,0,0.521,중간
C108204,Basic,2743500,92,3.2,1,0.952,높음
C108205,Basic,772500,0,2.8,0,0.228,낮음
C108206,Basic,77300,34,4.3,0,0.777,높음
C108207,Standard,434000,4,4.1,0,0.278,낮음
C108208,Basic,602200,14,3.6,0,0.647,높음
C108209,Basic,5211200,68,3.3,1,0.738,높음
C108210,Premium,2942200,9,3.4,0,0.288,낮음
C108211,Standard,1102100,15,3.6,0,0.313,중간
C108212,Basic,1553000,14,3.4,0,0.569,중간
