년월일,최대순간풍속(m/s),평균기온(℃),최저기온(℃),최고기온(℃),일강수량(mm),최저습도(%),최고습도(%),최저기압(hPa),최고기압(hPa)
2021-09-05,10.3,23.4,19.4,27.3,0,51,72,"1,016.80","1,020.10"
2021-09-06,11.7,22.2,18,26.4,12,51,95,"1,013","1,020"
2021-09-07,8.5,19.3,17.6,20.9,29.6,94,100,"1,005.20","1,013.90"
2021-09-08,6.8,23,19,26.9,1.6,58,99,"1,007.20","1,013.30"
2021-09-09,4.6,24.1,19.1,29.1,0,47,95,"1,011.80","1,014.70"
2021-09-10,7.4,24.2,19.5,28.9,0,49,91,"1,011.10","1,014"
2021-09-11,9.2,24.7,19.9,29.4,0,49,93,"1,010.30","1,014.30"
2021-09-12,6.8,24.5,19.2,29.8,0,41,82,"1,010.80","1,015.30"
2021-09-13,6.9,25.6,20.8,30.3,0,49,82,"1,014.50","1,017.70"
2021-09-14,10,24.8,20,29.5,0,41,87,"1,013.30","1,016.90"
2021-09-15,11.7,24.2,19.5,28.9,0,44,73,"1,014.20","1,017.20"
2021-09-16,8.6,22.7,18,27.3,0,46,76,"1,010.10","1,016.30"
2021-09-17,12.2,24.4,20.5,28.2,0,45,73,"1,006.70","1,011.90"
2021-09-18,6.4,24.4,18.9,29.8,0,44,81,"1,011.90","1,016.20"
2021-09-19,5,24.3,20.8,27.8,0,49,77,"1,014","1,017"
2021-09-20,12.5,23.7,19,28.4,0,48,82,"1,006.50","1,015.10"
2021-09-21,11.9,21.8,17.4,26.2,68.1,59,99,"1,003.40","1,006.90"
2021-09-22,11.7,20.6,16.8,24.3,4.5,56,99,"1,005.60","1,012.80"
2021-09-23,10.9,21.4,16.9,25.9,0,48,89,"1,012.70","1,019.50"
2021-09-24,6.9,21.8,16.7,26.9,0,46,88,"1,019.50","1,024.10"
2021-09-25,6.4,20.9,18.7,23.1,0,66,79,"1,021.70","1,025.30"
2021-09-26,7.2,22.9,18.4,27.3,0,50,80,"1,018.30","1,022.70"
2021-09-27,6.6,21.9,18.7,25,0,52,74,"1,014","1,019"
2021-09-28,6.3,22,19.6,24.4,1.3,54,96,"1,010.20","1,014.80"
2021-09-29,8.3,19.6,17.8,21.4,13.1,87,99,"1,006.20","1,010.20"
2021-09-30,5.2,21,16,25.9,0,62,100,"1,007.50","1,010.50"
2021-10-01,20.9,22.2,16.9,27.5,13.3,42,97,"1,006.70","1,012.70"
2021-10-02,5.7,21.5,16.4,26.6,0,50,96,"1,009.50","1,016.70"
2021-10-03,7.3,23,17.1,28.8,0,40,96,"1,016.70","1,020"
2021-10-04,13.7,22.4,19.2,25.6,3.6,71,93,"1,017.40","1,020.40"
2021-10-05,11.5,24.1,21.7,26.5,0,65,90,"1,018.90","1,020.80"
2021-10-06,7.2,19.8,17.9,21.7,6.4,83,99,"1,017.20","1,022.10"
2021-10-07,6.1,19.9,17.9,21.9,3.6,74,96,"1,015.50","1,018.50"
2021-10-08,5.5,18.8,17.5,20,3.5,85,94,"1,018","1,023"
2021-10-09,6.8,21.3,18.5,24.1,0.4,72,91,"1,019.70","1,023.80"
2021-10-10,8.6,19.6,14.9,24.3,14.2,80,97,"1,015.70","1,020.70"
2021-10-11,9.5,15.2,12.6,17.8,0.3,67,92,"1,020.10","1,022.90"
2021-10-12,10.6,18.6,15.8,21.3,0,53,78,"1,022.40","1,026.50"
2021-10-13,8.3,20.1,14.9,25.2,0,52,78,"1,021.30","1,026.30"
2021-10-14,6.9,20.7,17.4,23.9,0,54,87,"1,017.20","1,021.90"
2021-10-15,5.8,19.2,17,21.4,0,58,87,"1,016.90","1,019.70"
2021-10-16,11.9,11.2,4.2,18.1,0,31,65,"1,019.20","1,028.70"
2021-10-17,11.5,6.1,1.3,10.8,0,25,49,"1,026","1,031"
2021-10-18,6.2,9.5,2.8,16.1,5.6,36,93,"1,020.30","1,027.40"
2021-10-19,9.5,11.1,7.1,15,4.4,47,95,"1,017.70","1,022.40"
2021-10-20,5.9,10.2,4.6,15.8,0,35,86,"1,019.20","1,023.60"
2021-10-21,5.9,10.6,4.9,16.2,0,40,86,"1,018.30","1,021.80"
2021-10-22,9.4,11.2,5.2,17.2,0,33,85,"1,020.30","1,026.10"
2021-10-23,5.7,12.1,5.7,18.4,0,30,81,"1,026","1,029.60"
2021-10-24,6.6,12.1,6,18.1,0,38,85,"1,023.80","1,029.10"
2021-10-25,5.7,12,6.3,17.6,0,35,88,"1,021.10","1,025.40"
2021-10-26,5.3,13.4,7.7,19,0,48,90,"1,018.50","1,022.70"
2021-10-27,7.2,14,9.8,18.1,0,32,93,"1,017.60","1,021.70"
2021-10-28,4.8,13.6,7.1,20,0,31,74,"1,021.50","1,025.30"
2021-10-29,6.3,15.6,10.5,20.6,0,36,67,"1,022.70","1,027.20"
2021-10-30,5,14.5,11,18,0,48,75,"1,022.60","1,024.90"
2021-10-31,7.4,14.8,9.2,20.3,0.7,46,90,"1,021.70","1,025.40"
2021-11-01,6.8,13.6,10.3,16.9,0,51,95,"1,021.90","1,024.80"
2021-11-02,5.7,12.4,7.9,16.9,0,50,96,"1,020.10","1,023.90"
2021-11-03,5.7,12.4,7.6,17.1,0,32,90,"1,017.50","1,021.50"
2021-11-04,4.9,12.4,8.4,16.3,0,63,93,"1,018.60","1,022"
2021-11-05,4.6,14,7.8,20.2,0,27,96,"1,019.10","1,023.20"
2021-11-06,4.9,15.1,8.8,21.3,0,34,84,"1,019.10","1,022.60"
2021-11-07,9.2,15.5,9.7,21.3,0,41,78,"1,014.40","1,023.90"
2021-11-08,16.6,10,4.5,15.5,25.7,56,94,"1,006.20","1,014.40"
2021-11-09,9.4,4.8,3,6.5,2,69,92,"1,007.80","1,014.10"
2021-11-10,9.5,4.2,0.7,7.7,0.3,55,91,"1,006.50","1,010.10"
2021-11-11,10.8,5.9,2.1,9.7,0,49,81,"1,009.40","1,013.80"
2021-11-12,11.2,5,1.3,8.6,0,40,75,"1,013.90","1,019.20"
2021-11-13,6.4,7,0.5,13.4,0,49,79,"1,017","1,020.50"
2021-11-14,9.5,12.1,7.8,16.4,0,38,84,"1,016.40","1,019.40"
2021-11-15,5.3,10.8,5.8,15.7,0,34,95,"1,019.30","1,023"
2021-11-16,6.6,9,4.4,13.6,0,34,92,"1,022.90","1,025.60"
2021-11-17,5.4,7.6,2.7,12.5,0,36,88,"1,021.20","1,026.40"
2021-11-18,8.8,12,7.7,16.2,0,60,85,"1,015.70","1,021.20"
2021-11-19,6.2,13.5,10.2,16.7,0,65,94,"1,016","1,019.70"
2021-11-20,4.5,11.2,6.8,15.6,0,43,95,"1,019.60","1,022.40"
2021-11-21,14.9,10.4,7.6,13.1,5.9,57,94,"1,011.30","1,020.90"
2021-11-22,13.9,3.5,-0.6,7.5,1.3,45,92,"1,012.70","1,019.10"
2021-11-23,10.3,-0.7,-3.7,2.3,0,49,75,"1,017","1,019.80"
2021-11-24,8.8,3.3,-2.6,9.1,0,55,73,"1,015.10","1,019.90"
2021-11-25,8.2,6.3,2.6,9.9,0,33,82,"1,014.90","1,023"
2021-11-26,8.1,3.4,-0.5,7.2,0,34,72,"1,023","1,030.90"
2021-11-27,5.8,4.4,-1.4,10.1,0,31,74,"1,030.90","1,036.20"
2021-11-28,4.6,5.6,-1.3,12.4,0,28,74,"1,031.30","1,036.30"
2021-11-29,4.7,8.1,2.5,13.7,0,47,72,"1,021","1,031.40"
2021-11-30,16.4,4.8,0.7,8.9,27.2,60,99,"1,005.10","1,021.10"
2021-12-01,13.2,-0.8,-3,1.5,0,38,62,"1,015","1,025.40"
2021-12-02,8,0.2,-4.6,5,0.1,49,86,"1,014","1,025.30"
2021-12-03,10.7,1.4,-1.8,4.6,0.4,29,89,"1,013.20","1,024"
2021-12-04,9.3,2.2,-2.7,7,0,33,66,"1,023.90","1,029"
2021-12-05,4.8,3.7,-2.3,9.6,0,30,63,"1,027.80","1,031.60"
2021-12-06,4.4,5.7,-0.7,12.1,0,38,75,"1,025.30","1,028.50"
2021-12-07,3.8,8,2.6,13.3,0,44,84,"1,027.60","1,031.50"
2021-12-08,3.9,7.6,1.9,13.3,0,44,92,"1,031.20","1,034"
2021-12-09,5.2,6.2,2.7,9.7,0,58,85,"1,026.30","1,032.10"
2021-12-10,5.3,7,5.8,8.2,0.7,68,96,"1,023.20","1,027"
2021-12-11,7,7.1,4.4,9.8,0,66,96,"1,024.70","1,028.40"
2021-12-12,11.6,0.7,-3.8,5.1,0,34,88,"1,023.50","1,030"
2021-12-13,7.7,-2,-5.9,1.9,0,28,54,"1,026.20","1,030.60"
2021-12-14,6.4,3.8,-0.7,8.2,1.2,47,94,"1,019","1,026.20"
2021-12-15,6.1,7.7,5.4,10,2.1,66,98,"1,018","1,021.50"
2021-12-16,9.1,6.6,3.3,9.8,0,36,89,"1,016.10","1,021.80"
2021-12-17,15.2,-3.5,-10.1,3.2,0,32,68,"1,017.80","1,030.60"
2021-12-18,7.6,-6.5,-11.2,-1.8,2.8,33,95,"1,019.60","1,031.40"
2021-12-19,10.5,-0.8,-5.8,4.2,0.2,40,99,"1,019.60","1,024.90"
2021-12-20,9.9,5.1,-0.9,11.1,0,57,90,"1,014.90","1,020.30"
2021-12-21,6.9,4.9,0.8,8.9,0,35,98,"1,014.70","1,021.50"
2021-12-22,5.1,2.8,-2.6,8.2,0,30,61,"1,021.50","1,024.90"
2021-12-23,4.7,3.4,-1.5,8.3,0,37,69,"1,023.40","1,026.80"
2021-12-24,10.4,-2.1,-7.3,3.2,0.2,51,85,"1,021.20","1,027.10"
2021-12-25,11,-10.9,-14.4,-7.3,0,31,52,"1,027.10","1,036.50"
2021-12-26,9,-11.4,-15.5,-7.3,0,31,54,"1,032.50","1,037.50"
2021-12-27,5.5,-8.4,-12.9,-3.9,0,38,84,"1,029.30","1,034.20"
2021-12-28,4.9,-4.7,-8.5,-0.9,0,57,91,"1,024.60","1,030.80"
2021-12-29,10.8,1.1,-3.8,5.9,0.2,50,87,"1,016.30","1,024.60"
2021-12-30,12.3,-3.3,-6.8,0.2,0,34,66,"1,021.80","1,028.50"
2021-12-31,11.9,-6.4,-8.8,-3.9,0,26,44,"1,028.30","1,033.60"
2022-01-01,4.5,-4,-10.2,2.3,0,31,57,"1,027.30","1,034"
2022-01-02,8.1,-1.1,-5.2,3,0.3,39,84,"1,024.40","1,028.40"
2022-01-03,6.9,-2.8,-8,2.5,0,35,81,"1,024.20","1,028.50"
2022-01-04,6.8,-2.3,-5.6,1,0,28,82,"1,024.50","1,029.80"
2022-01-05,4.2,-3,-7.8,1.9,0,34,59,"1,025.90","1,029.70"
2022-01-06,7.8,-1.3,-5.9,3.3,0,29,65,"1,026.70","1,030.80"
2022-01-07,5.2,-0.7,-5.9,4.5,0,21,66,"1,028.20","1,032"
2022-01-08,5.4,-0.7,-5,3.7,0,49,79,"1,021.50","1,028.20"
2022-01-09,4.6,2.2,-1.2,5.6,0,46,91,"1,021.10","1,023.50"
2022-01-10,7.6,0.5,-3.4,4.4,0.9,37,92,"1,017","1,023.50"
2022-01-11,12.4,-5,-10.3,0.3,0.2,39,92,"1,017","1,025.30"
2022-01-12,7.1,-7.4,-11.3,-3.4,0,34,64,"1,021.40","1,025"
2022-01-13,13.9,-6,-8.9,-3.1,0,32,53,"1,019.40","1,025.70"
2022-01-14,6.3,-4.4,-10.1,1.3,0,24,57,"1,024","1,028.10"
2022-01-15,4.9,-1.8,-5.3,1.8,0,41,56,"1,021.10","1,025.90"
2022-01-16,9.4,-2.4,-7.2,2.4,0,29,81,"1,021.10","1,028.60"
2022-01-17,8,-4.6,-9.2,0.1,0.5,38,87,"1,024.90","1,029.40"
2022-01-18,6.6,-5.3,-9.9,-0.7,0,27,63,"1,026.90","1,030.80"
2022-01-19,8.3,-5.2,-7.7,-2.7,1.7,50,88,"1,022.40","1,028.10"
2022-01-20,7,-4.5,-9.8,0.9,0,42,84,"1,026.20","1,031"
2022-01-21,5,-2.1,-8.7,4.6,0,29,80,"1,028.40","1,032.80"
2022-01-22,5.2,1.1,-5,7.1,0,32,72,"1,024.40","1,028.50"
2022-01-23,5.7,3.1,-0.6,6.7,0,43,65,"1,019.90","1,025"
2022-01-24,9.6,4.9,1.3,8.4,0,44,71,"1,020.50","1,023.10"
2022-01-25,7.7,3.2,1.9,4.5,0.7,51,94,"1,019.20","1,022.20"
2022-01-26,7.7,2.5,-1.9,6.8,0,33,92,"1,022.20","1,025.80"
2022-01-27,7.7,-0.3,-4.6,4,0,31,65,"1,022.80","1,026.50"
2022-01-28,8.2,-1.9,-5.9,2.1,0,33,66,"1,023.30","1,027"
2022-01-29,8.6,-3.2,-7.2,0.9,0,28,68,"1,020.30","1,024.80"
2022-01-30,7.8,-2.8,-8,2.4,0,27,64,"1,020.60","1,024.50"
2022-01-31,8.7,-1,-6.8,4.8,1.2,39,92,"1,021.80","1,025.90"
2022-02-01,9,-0.9,-2.7,0.9,1.7,59,94,"1,021.80","1,028.80"
2022-02-02,8.3,-3,-6,0,0,36,84,"1,027.20","1,030.20"
2022-02-03,8.2,-3.3,-6.9,0.4,0,34,75,"1,026","1,029"
2022-02-04,12.3,-4.5,-8.2,-0.7,0,35,68,"1,023.50","1,027"
2022-02-05,11.9,-5.9,-9.7,-2,0,36,62,"1,024.40","1,028"
2022-02-06,11.4,-3.4,-8.4,1.7,0,31,70,"1,026","1,029.90"
2022-02-07,9.7,-2.7,-7.3,1.9,0,31,66,"1,026.30","1,030.20"
2022-02-08,6.8,0.8,-4.1,5.6,0,26,72,"1,025.90","1,028.50"
2022-02-09,5.7,1.5,-4.3,7.2,0,26,77,"1,023","1,029"
2022-02-10,8.8,1.8,-3.2,6.7,0,33,79,"1,021.90","1,024.90"
2022-02-11,6.8,3.1,-2.6,8.8,0,34,80,"1,024.50","1,028.20"
2022-02-12,6.7,5.2,-0.1,10.4,0,22,85,"1,022.60","1,027.10"
2022-02-13,5.4,5.6,1.6,9.5,0,32,60,"1,020.10","1,023.50"
2022-02-14,10.2,3.4,-1.3,8.1,1.7,43,91,"1,017.70","1,022.10"
2022-02-15,9.9,-4.5,-7.7,-1.3,0,44,73,"1,020.50","1,023.70"
2022-02-16,11.4,-6.9,-9.6,-4.1,0,32,65,"1,022.20","1,025.70"
2022-02-17,10.4,-5.6,-10.7,-0.5,0,28,54,"1,025.60","1,031.20"
2022-02-18,6.1,-1.2,-8,5.7,0,21,60,"1,026.30","1,033.20"
2022-02-19,11.5,-1.3,-6.2,3.7,0.1,38,79,"1,021.40","1,026.70"
2022-02-20,11,-4.5,-8.4,-0.5,0,24,57,"1,024.20","1,029.10"
2022-02-21,13.1,-2.3,-8.1,3.6,0.1,41,76,"1,024.70","1,030.90"
2022-02-22,11.9,-3.8,-8,0.5,0,33,61,"1,030.30","1,033.90"
2022-02-23,10,-5.3,-10,-0.6,0,24,55,"1,030.70","1,035.60"
2022-02-24,10.2,-2.4,-8.5,3.7,0,31,79,"1,028.30","1,033.20"
2022-02-25,8.4,2.4,-3.6,8.4,0,55,91,"1,023.60","1,029.20"
2022-02-26,14.5,5.2,1,9.3,0.1,63,92,"1,011.60","1,023.70"
2022-02-27,12.3,3.8,-1.6,9.1,0,33,81,"1,017.30","1,023.20"
2022-02-28,6.1,7.1,2.7,11.5,0,36,87,"1,016.40","1,024.20"
2022-03-01,9.8,5,0.3,9.7,2.3,46,92,"1,012.50","1,018.50"
2022-03-02,10.6,3.3,-2.3,8.8,0,29,78,"1,015.90","1,019.50"
2022-03-03,9,6.7,0.9,12.4,0,24,93,"1,016.70","1,019.40"
2022-03-04,18.5,7.6,0.6,14.6,0,35,81,"1,005.90","1,017.60"
2022-03-05,15.2,3,-0.7,6.7,0,22,78,"1,009.70","1,020"
2022-03-06,8.6,1.9,-3,6.8,0,20,57,"1,019.60","1,023.80"
2022-03-07,6.5,3,-2.7,8.7,0,24,60,"1,018.80","1,022.60"
2022-03-08,7,6.7,1.1,12.3,0,44,79,"1,017.30","1,020.20"
2022-03-09,6.5,8.3,1.7,14.8,0,34,96,"1,019.70","1,023.60"
2022-03-10,9.6,10,4.2,15.8,0,17,79,"1,018.80","1,022.50"
2022-03-11,6.4,11.8,5.1,18.4,0,44,69,"1,015.60","1,020.30"
2022-03-12,10.3,12.9,6.3,19.5,2.6,49,93,"1,010.80","1,018.40"
2022-03-13,9.5,11.7,10.7,12.6,42.1,90,100,"1,009.20","1,013.70"
2022-03-14,12,9.1,4.9,13.2,8.7,82,99,"1,008.90","1,013.60"
2022-03-15,7,7.8,2.3,13.3,0,46,94,"1,011.40","1,016.30"
2022-03-16,6.5,10.2,3.6,16.8,0,38,83,"1,013.90","1,019.80"
2022-03-17,10.5,11.5,7.8,15.1,1.2,45,75,"1,016.70","1,021"
2022-03-18,12.3,7.6,5.5,9.6,0,52,73,"1,008.40","1,017.70"
2022-03-19,8.7,3.5,0.9,6.1,14.6,62,99,"1,005","1,015.60"
2022-03-20,9.1,5.8,2.2,9.3,0,41,88,"1,015.60","1,022.90"
2022-03-21,8.4,5.3,-0.3,10.9,0,27,69,"1,022.10","1,026.30"
2022-03-22,8.3,7.4,1.1,13.6,0,27,63,"1,019","1,024.50"
2022-03-23,7.8,6.6,4.9,8.2,0,41,71,"1,016.40","1,020.50"
2022-03-24,6,8.2,3.9,12.4,0,56,80,"1,017.40","1,021.70"
2022-03-25,10.4,11.8,6.3,17.2,10.9,46,97,"1,003.20","1,022.20"
2022-03-26,12,12.1,9.5,14.7,19.8,53,100,994.9,"1,011.70"
2022-03-27,13.5,8.8,5,12.6,0,23,79,"1,011.50","1,022.60"
2022-03-28,7.6,8.3,1.5,15.1,0,15,54,"1,022.50","1,027.50"
2022-03-29,8.6,9.5,3.3,15.6,0,37,70,"1,022.10","1,027.40"
2022-03-30,6.1,10.8,5.9,15.7,0.4,50,89,"1,017.20","1,022.70"
2022-03-31,8.6,11.2,7.6,14.7,0,43,90,"1,020.50","1,028"
2022-04-01,9.5,9.7,4.5,14.9,0,26,78,"1,026.50","1,030.80"
2022-04-02,10.9,9,3.7,14.2,0,28,84,"1,025.20","1,028.90"
2022-04-03,8,10.3,3.5,17,0,24,83,"1,025.60","1,029.30"
2022-04-04,8.4,10.8,5.1,16.4,0,24,82,"1,025.90","1,029.70"
2022-04-05,9,10.4,4.9,15.8,0,23,63,"1,019.40","1,026.60"
2022-04-06,7.3,12.5,8,17,0,19,82,"1,018.90","1,023.20"
2022-04-07,11.2,11.6,7.4,15.7,0,21,67,"1,015.50","1,020.30"
2022-04-08,8.5,12.6,5.1,20,0,27,81,"1,015.80","1,021.90"
2022-04-09,12,18.3,12.4,24.2,0.5,34,72,"1,012.50","1,015.90"
2022-04-10,8.7,18.9,12.7,25.1,0,22,62,"1,013.90","1,017.80"
2022-04-11,8.3,20,13.4,26.6,0,34,82,"1,009.20","1,016.30"
2022-04-12,10.9,21.2,15.9,26.4,0.5,50,90,"1,007.20","1,011.90"
2022-04-13,14.5,14,12,15.9,1.3,47,95,"1,010.80","1,017.40"
2022-04-14,11.1,13.4,11.4,15.3,0,45,66,"1,016.50","1,020.50"
2022-04-15,9.9,13.4,7.5,19.3,0,28,65,"1,013.50","1,020.70"
2022-04-16,9.8,13.7,7.1,20.2,0,18,72,"1,015","1,019.20"
2022-04-17,9,14.6,7.2,21.9,0,24,87,"1,016.30","1,019.60"
2022-04-18,10.2,16.5,11.4,21.6,0,21,66,"1,015.70","1,019.30"
2022-04-19,8.7,15.5,8.9,22.1,0,28,76,"1,015.40","1,018.60"
2022-04-20,9,15.9,9.7,22.1,0,23,77,"1,013.20","1,018"
2022-04-21,10,16.2,9.6,22.7,0,21,66,"1,009.20","1,015.10"
2022-04-22,11.7,15,13.2,16.8,0,58,91,"1,008.80","1,012.80"
2022-04-23,6.8,17.9,10.4,25.3,0,21,94,"1,008.70","1,015"
2022-04-24,8,19.8,15,24.5,0.3,48,92,"1,008.70","1,012.50"
2022-04-25,5.5,20.3,17,23.6,1.3,61,97,"1,005.90","1,013.80"
2022-04-26,11.5,22.9,17,28.7,1,36,89,998.6,"1,009.30"
2022-04-27,9.5,18.3,12.6,23.9,0,17,49,"1,009.30","1,017.30"
2022-04-28,13.1,18.8,11.6,25.9,0,19,59,"1,013.20","1,018.80"
2022-04-29,10.6,13.6,10.7,16.5,15.5,54,97,"1,014.20","1,020.30"
2022-04-30,10.5,14.2,10.5,17.8,0,49,88,"1,014.50","1,020.50"
2022-05-01,14.1,13.6,7.9,19.2,0,22,81,"1,010.30","1,016.60"
2022-05-02,10.4,14.3,9.1,19.4,0,26,93,"1,011.60","1,016.70"
2022-05-03,9.5,15,9.1,20.8,0,24,77,"1,016.70","1,019.80"
2022-05-04,9.8,17.6,10,25.2,0,31,63,"1,016.50","1,019.80"
2022-05-05,7.2,19.2,12.5,25.8,0,30,69,"1,015.70","1,020.50"
2022-05-06,8.6,19.7,13.7,25.6,0,40,88,"1,014.10","1,017.80"
2022-05-07,10.7,19.2,15.3,23.1,0.1,18,94,"1,015.30","1,018.70"
2022-05-08,10.6,15,11.7,18.2,2,35,91,"1,017.10","1,020.90"
2022-05-09,7.3,18.2,11,25.3,0,30,87,"1,015.30","1,020.10"
2022-05-10,9.2,20,13.6,26.3,0,16,68,"1,012.80","1,018.50"
2022-05-11,7.5,20.9,16.6,25.2,0,35,64,"1,013","1,015.80"
2022-05-12,7.3,21.1,14.1,28.1,0,32,74,"1,007.60","1,014.70"
2022-05-13,11.7,20.1,15,25.2,0,28,57,"1,004.60","1,009.30"
2022-05-14,11.9,16,11.9,20,0,29,69,"1,009.10","1,015.60"
2022-05-15,10.8,16.5,10.5,22.4,0,24,59,"1,011.20","1,016.10"
2022-05-16,10.8,17.3,10.9,23.7,0,36,75,"1,008.30","1,013.70"
2022-05-17,9.4,20.2,13,27.4,0.1,36,82,"1,010.80","1,014.70"
2022-05-18,11,20.6,15.7,25.4,1.5,39,81,"1,012.90","1,018"
2022-05-19,10.6,20.2,16.1,24.2,0,43,72,"1,014.60","1,016.70"
2022-05-20,8.4,20.7,15.6,25.8,0,28,76,"1,010.50","1,016.30"
2022-05-21,9.3,21.1,16.1,26,0.1,48,87,"1,006.50","1,011.90"
2022-05-22,8.2,20.8,15.7,25.8,0.1,52,86,"1,005.60","1,009.30"
2022-05-23,7.2,24.3,17.8,30.7,0.1,39,87,"1,009.30","1,014.60"
2022-05-24,7.5,23.5,16.7,30.2,0.1,29,85,"1,011.30","1,016.20"
2022-05-25,9.6,21.7,16.7,26.7,3.5,36,95,"1,005.10","1,012.40"
2022-05-26,13,18.8,14.1,23.5,0,29,92,"1,001","1,006.40"
2022-05-27,10,20.8,16,25.6,0.1,47,85,999.1,"1,004.20"
2022-05-28,12.4,22.2,15,29.3,0,29,81,"1,003.10","1,007"
2022-05-29,9.2,24.5,19.3,29.7,0.1,39,82,"1,002","1,007.20"
2022-05-30,9.8,21,17.2,24.7,0.1,55,86,"1,000.20","1,005.40"
2022-05-31,11.8,20.7,14.2,27.2,0,19,68,"1,005.40","1,008.90"
2022-06-01,10.3,22.4,16.2,28.6,0,18,68,"1,003","1,009.30"
2022-06-02,7.6,22,17.1,26.9,0.1,46,86,"1,005.30","1,008.80"
2022-06-03,7.9,25.7,18.7,32.6,0,34,89,"1,007.30","1,011.10"
2022-06-04,5,25,20.3,29.7,0,44,83,"1,005.70","1,012"
2022-06-05,9.5,23.6,20.2,27,0,43,74,999.9,"1,006.10"
2022-06-06,11.4,20.6,16.7,24.5,4.3,47,92,998.9,"1,006.40"
2022-06-07,10,20.1,15.1,25.1,0,39,71,"1,005.80","1,009.80"
2022-06-08,6.7,21,16.2,25.8,0,48,77,"1,009.20","1,012.70"
2022-06-09,6.7,21.5,18.5,24.5,2.8,56,88,"1,011.50","1,014.10"
2022-06-10,8.2,21.9,17.2,26.6,1.2,50,92,"1,012.60","1,014.70"
2022-06-11,8.1,25.2,17.7,32.7,0.1,33,88,"1,008.60","1,014.10"
2022-06-12,6.8,25.2,18.9,31.5,0,36,80,"1,009.30","1,013.80"
2022-06-13,8.6,24.4,19.6,29.2,18,51,94,"1,006","1,011.20"
2022-06-14,12.2,22.4,17.7,27.1,0,42,73,"1,007.20","1,009.80"
2022-06-15,7.4,17.5,14.9,20.1,18.5,71,98,"1,004.60","1,007.60"
2022-06-16,6.9,21.2,17.6,24.8,0.7,53,96,"1,005.50","1,008.70"
2022-06-17,6,22.3,16.5,28.1,0,56,92,"1,005.60","1,009.60"
2022-06-18,6,23.6,22,25.1,0,72,86,"1,006","1,008.90"
2022-06-19,4.7,23.7,22.3,25.1,0,74,87,"1,006","1,008.70"
2022-06-20,4.4,25.5,22,29,0,58,92,"1,002.40","1,006.60"
2022-06-21,7.2,26.9,21.2,32.6,0,48,93,"1,001.60","1,005.50"
2022-06-22,6.6,26.5,21.9,31,0,44,88,"1,005.40","1,008.50"
2022-06-23,13.1,24.9,23.3,26.4,103,74,100,993.8,"1,005.90"
2022-06-24,9.8,22.8,20.6,24.9,19.1,76,100,992.8,"1,001.60"
2022-06-25,8.9,26,21.5,30.5,0,69,91,"1,000.90","1,007"
2022-06-26,8.5,26.5,24.8,28.1,0,79,87,"1,005.40","1,010.80"
2022-06-27,13.7,26.8,25.4,28.1,6.1,76,92,"1,003.30","1,010.10"
2022-06-28,20.9,26.8,25.7,27.9,6.3,74,91,"1,001.20","1,003.90"
2022-06-29,17.3,25.3,24.4,26.1,37.8,89,100,"1,000.10","1,007.70"
2022-06-30,9.4,22.9,21.2,24.5,176.2,97,100,"1,007.10","1,013.10"
2022-07-01,7.7,26.4,21.9,30.9,0,61,100,"1,012.90","1,014.90"
2022-07-02,5.3,28.9,24,33.8,0,50,93,"1,009.80","1,014.70"
2022-07-03,6.4,29.3,24.4,34.2,0,47,88,"1,006.10","1,011.10"
2022-07-04,7.8,29.5,26.4,32.6,0,59,83,"1,003.10","1,006.90"
2022-07-05,7.6,29.9,26.7,33.1,0,61,82,"1,003.20","1,006.50"
2022-07-06,11.6,29.8,26.2,33.3,16.1,61,93,"1,004.80","1,007.90"
2022-07-07,10,28.7,26.4,31,0,69,93,"1,003","1,007.20"
2022-07-08,8.5,26,24,27.9,1.7,70,94,"1,000.80","1,003.80"
2022-07-09,4.8,27.5,24,30.9,0.1,64,96,"1,001.20","1,004.10"
2022-07-10,6.3,29.9,24.6,35.1,0,46,89,"1,002.10","1,006.10"
2022-07-11,9,27.7,24.7,30.6,9,54,86,"1,004.20","1,008.20"
2022-07-12,6.4,26.3,23.2,29.4,0,64,81,"1,005.50","1,009.20"
2022-07-13,8.6,25.6,24,27.1,114.5,76,100,998.1,"1,006.40"
2022-07-14,6.8,26.6,23.3,29.9,0.9,63,99,998.1,"1,001.30"
2022-07-15,8,26.7,23,30.3,0,55,92,997.7,"1,001.40"
2022-07-16,10.5,25.7,23.2,28.2,34,66,93,997.1,"1,000"
2022-07-17,8.4,26.1,22.5,29.7,0,63,95,998.8,"1,001.70"
2022-07-18,7.3,26.6,23.1,30.1,0,58,89,996.8,"1,001.60"
2022-07-19,8.2,27.7,24.3,31.1,0,56,87,999.1,"1,005.40"
2022-07-20,7.2,27.4,24.3,30.4,1.1,57,89,"1,004.30","1,007"
2022-07-21,9.7,23,20.8,25.2,10.4,77,98,999.9,"1,004.60"
2022-07-22,5.5,25.2,22.9,27.5,5.2,68,90,"1,004.60","1,006.70"
2022-07-23,6.6,25.2,22.3,28,9.9,67,97,"1,001.80","1,006.50"
2022-07-24,6.5,25.2,22,28.4,1.2,72,98,"1,000.30","1,005.50"
2022-07-25,6.5,27.8,23.6,32,0,52,92,"1,005.50","1,009.80"
2022-07-26,6,28.8,24.4,33.1,0,53,91,"1,007.50","1,010.60"
2022-07-27,7.7,29.9,26.4,33.4,0,50,86,"1,007.80","1,010.10"
