고객ID,성별,연령,지역,가입채널,가입개월수,요금제,월요금,결제수단,자동결제여부,월평균로그인수,월평균주문수,평균주문금액,누적결제금액,최근주문경과일,CS문의수,만족도점수,쿠폰사용률,모바일사용비중,이탈여부
C107867,남,48,대전,SNS,16,Basic,9900,신용카드,1,16,1.9,31900,969800,16,2,2.4,0.472,0.646,0
C107868,남,53,기타,검색광고,24,Basic,9900,간편결제,0,15,2.5,17100,1026000,24,2,3.4,0.249,0.827,1
C107869,여,30,서울,검색광고,10,Basic,9900,체크카드,1,11,2.8,32800,918400,0,0,2.6,0.487,0.868,0
C107870,여,24,기타,앱스토어,22,Premium,34900,신용카드,1,13,3.8,40400,3377400,36,0,3.9,0.289,0.723,1
C107871,여,19,서울,검색광고,16,Basic,9900,신용카드,0,25,2.1,30400,1021400,19,0,2.7,0.201,0.931,0
C107872,여,49,서울,앱스토어,16,Premium,34900,간편결제,1,19,3.7,51500,3048800,0,0,5.0,0.014,0.762,0
C107873,여,62,대전,앱스토어,2,Basic,9900,체크카드,1,20,5.1,18300,186700,0,1,3.1,0.244,0.311,0
C107874,여,48,경기,검색광고,40,Basic,9900,체크카드,1,5,1.5,28400,1704000,12,1,2.5,0.591,0.707,0
C107875,남,46,서울,SNS,19,Basic,9900,신용카드,1,16,1.9,18600,671500,34,1,3.5,0.483,0.866,1
C107876,남,54,부산,지인추천,8,Premium,34900,체크카드,1,23,3.6,72200,2079400,16,0,3.0,0.244,0.701,0
C107877,남,58,서울,검색광고,11,Premium,34900,간편결제,0,16,5.9,53600,3478600,3,0,4.7,0.139,0.532,0
C107878,여,41,경기,제휴몰,11,Basic,9900,간편결제,1,21,1.5,22100,364600,0,2,3.8,0.464,0.608,0
C107879,여,26,서울,SNS,26,Basic,9900,신용카드,1,4,7.3,35500,6737900,22,2,4.1,0.51,0.516,1
C107880,남,40,경기,앱스토어,11,Standard,19900,간편결제,0,16,3.9,24600,1055300,26,0,4.6,0.748,0.482,0
C107881,남,25,부산,검색광고,45,Basic,9900,체크카드,0,2,2.3,48000,4968000,51,2,,0.701,0.926,0
C107882,남,53,서울,지인추천,19,Standard,19900,신용카드,0,12,1.7,30600,988400,46,1,3.8,0.372,0.704,0
C107883,남,19,경기,앱스토어,30,Basic,9900,신용카드,1,13,9.2,28600,7893600,0,0,3.3,,0.804,0
C107884,여,33,서울,SNS,27,Basic,9900,신용카드,0,30,2.5,49800,3361500,13,1,2.7,0.272,0.36,1
C107885,여,31,대전,SNS,29,Standard,19900,간편결제,1,12,3.0,13100,1139700,76,1,2.8,0.057,0.952,1
C107886,남,26,기타,SNS,12,Basic,9900,신용카드,1,18,3.4,34600,1411700,0,1,4.4,0.244,0.773,1
C107887,여,22,서울,지인추천,12,Premium,34900,신용카드,0,26,6.1,31900,2335100,43,1,3.8,0.387,0.762,0
C107888,여,26,대구,지인추천,33,Basic,9900,간편결제,1,16,1.6,39700,2096200,4,0,3.8,0.596,0.957,0
C107889,여,55,경기,SNS,48,Premium,34900,신용카드,1,12,3.9,43300,8105800,11,1,2.8,0.312,0.54,0
C107890,여,31,부산,검색광고,25,Premium,34900,체크카드,1,23,4.5,54600,6142500,0,4,,0.282,0.911,0
C107891,남,54,기타,앱스토어,11,Basic,9900,신용카드,1,19,2.8,28200,868600,18,2,2.7,0.538,0.465,0
C107892,남,43,경기,앱스토어,12,Basic,9900,간편결제,0,10,1.9,22300,508400,35,2,5.0,0.201,0.605,0
C107893,남,47,서울,검색광고,16,Basic,9900,신용카드,1,17,3.0,32700,1569600,27,0,2.6,0.433,0.747,0
C107894,여,23,경기,SNS,22,Basic,9900,체크카드,0,16,2.8,16100,991800,80,1,3.4,0.299,0.71,1
C107895,여,59,경기,SNS,7,Standard,19900,신용카드,1,22,4.2,39000,1146600,20,2,3.6,0.08,0.614,0
C107896,남,30,경기,제휴몰,8,Premium,34900,계좌이체,0,19,7.0,32700,1831200,3,1,3.6,0.272,0.586,0
C107897,남,30,기타,검색광고,8,Standard,19900,체크카드,1,18,3.3,18400,485800,0,4,2.1,0.404,0.768,0
C107898,남,20,광주,SNS,15,Standard,19900,간편결제,1,15,1.2,31800,572400,23,1,4.4,0.231,0.817,0
C107899,여,42,경기,검색광고,5,Basic,9900,체크카드,0,9,2.2,25300,278300,30,2,4.2,0.4,0.76,1
C107900,남,35,경기,검색광고,10,Standard,19900,신용카드,1,17,5.2,33200,1726400,0,2,3.5,0.343,0.793,0
C107901,남,19,광주,검색광고,4,Premium,34900,신용카드,1,29,4.4,70100,1233800,0,4,3.7,0.465,0.697,0
C107902,남,38,경기,검색광고,14,Standard,19900,신용카드,1,5,4.6,44400,2859400,11,0,3.4,0.177,0.748,0
C107903,남,46,서울,SNS,6,Standard,19900,신용카드,1,12,1.2,34500,248400,17,3,4.0,0.098,0.815,0
C107904,남,19,경기,검색광고,10,Basic,9900,신용카드,0,0,2.1,30300,636300,80,4,1.4,0.417,0.922,1
C107905,남,48,기타,앱스토어,13,Premium,34900,신용카드,1,23,4.7,45200,2761700,35,0,4.1,0.222,0.637,0
C107906,여,51,대전,지인추천,21,Basic,9900,체크카드,1,8,4.3,17900,1616400,0,1,5.0,0.156,0.617,0
C107907,남,33,대전,제휴몰,51,Basic,9900,신용카드,0,12,2.5,45300,5775800,13,1,3.7,0.377,0.493,0
C107908,남,28,대전,SNS,2,Standard,19900,신용카드,1,0,3.6,34600,249100,37,1,3.6,0.447,0.732,1
C107909,여,34,인천,제휴몰,19,Standard,19900,신용카드,0,21,1.1,7400,154700,14,0,3.3,0.501,0.705,0
C107910,남,26,대구,검색광고,13,Standard,19900,간편결제,1,12,1.4,36100,657000,46,1,1.8,0.242,0.683,0
C107911,여,50,경기,검색광고,24,Premium,34900,신용카드,1,16,3.6,51800,4475500,15,2,5.0,0.479,0.674,0
C107912,여,54,서울,앱스토어,1,Standard,19900,간편결제,1,10,1.8,40900,73600,23,0,3.2,0.058,0.744,0
C107913,여,43,서울,지인추천,3,Premium,34900,체크카드,0,27,9.3,60100,1676800,7,1,4.0,0.082,0.724,0
C107914,남,29,기타,앱스토어,11,Standard,19900,신용카드,1,8,0.8,36800,323800,18,3,4.1,0.358,0.665,0
C107915,여,19,대구,SNS,17,Basic,9900,간편결제,1,18,2.0,32900,1118600,21,1,4.6,0.376,0.633,1
C107916,남,33,경기,제휴몰,4,Standard,19900,간편결제,1,18,4.4,38000,668800,5,0,1.9,0.146,0.54,0
C107917,남,37,부산,앱스토어,20,Standard,19900,신용카드,1,19,3.1,42800,2653600,49,1,4.0,0.105,0.655,0
C107918,여,55,경기,검색광고,41,Standard,19900,신용카드,1,10,2.9,25600,3043800,2,1,4.2,0.621,0.643,0
C107919,여,26,경기,검색광고,4,Basic,9900,신용카드,1,19,3.5,12000,168000,27,0,4.1,0.265,0.818,0
C107920,남,27,인천,검색광고,15,Basic,9900,간편결제,1,9,5.0,34400,2580000,0,1,2.8,0.092,0.832,0
C107921,여,53,인천,앱스토어,22,Basic,9900,신용카드,0,11,3.7,56800,4623500,20,1,3.2,0.325,0.929,0
C107922,여,31,경기,SNS,13,Basic,9900,간편결제,1,8,2.2,45700,1307000,5,2,3.2,0.442,0.946,1
C107923,여,47,서울,지인추천,15,Premium,34900,신용카드,1,25,5.0,68700,5152500,0,2,3.4,0.337,0.599,0
C107924,여,22,인천,SNS,14,Standard,19900,간편결제,0,7,1.0,30700,429800,25,3,4.0,0.074,0.451,0
C107925,여,48,인천,지인추천,30,Basic,9900,신용카드,1,8,1.5,20500,922500,26,1,4.9,0.205,0.802,0
C107926,남,40,기타,SNS,29,Basic,9900,신용카드,1,23,1.7,27300,1345900,0,1,3.4,0.302,0.732,0
C107927,남,36,대구,검색광고,17,Basic,9900,신용카드,0,9,3.1,27000,1422900,18,0,3.8,0.085,0.789,0
C107928,남,25,서울,검색광고,12,Basic,9900,신용카드,1,6,1.8,10900,235400,71,4,1.9,0.32,0.575,1
C107929,여,40,경기,SNS,21,Standard,19900,체크카드,1,10,4.6,26400,2550200,8,0,5.0,,0.594,0
C107930,여,48,기타,앱스토어,15,Standard,19900,간편결제,0,22,1.7,29900,762400,19,1,5.0,0.529,0.918,0
C107931,여,49,기타,지인추천,4,Premium,34900,계좌이체,0,20,2.5,45500,455000,41,0,5.0,0.401,0.38,0
C107932,여,37,대구,제휴몰,5,Basic,9900,계좌이체,0,6,1.8,72000,648000,15,1,3.3,0.365,0.667,0
C107933,여,31,경기,지인추천,10,Basic,9900,신용카드,0,11,5.0,36700,1835000,19,0,3.5,0.511,0.926,1
C107934,여,47,기타,앱스토어,11,Basic,9900,신용카드,1,18,2.5,36200,995500,0,2,5.0,0.599,0.609,0
C107935,남,37,서울,지인추천,45,Standard,19900,신용카드,1,9,2.7,34100,4143200,0,1,3.0,0.139,0.519,0
C107936,남,52,부산,지인추천,7,Standard,19900,신용카드,1,6,1.5,26600,279300,9,3,1.9,,0.785,0
C107937,여,37,경기,SNS,16,Standard,19900,체크카드,1,28,1.9,26000,790400,5,2,2.9,0.055,,0
C107938,남,28,기타,검색광고,33,Basic,9900,신용카드,1,15,2.1,42300,2931400,20,1,4.1,0.264,0.634,0
C107939,여,63,경기,SNS,22,Basic,9900,계좌이체,1,23,3.2,44900,3161000,27,2,4.0,0.693,0.855,0
C107940,남,26,인천,제휴몰,17,Basic,9900,신용카드,0,28,2.5,34700,1474800,16,2,4.5,0.42,0.805,1
C107941,여,41,인천,검색광고,17,Standard,19900,간편결제,1,21,3.6,21300,1303600,0,1,4.6,0.581,0.93,0
C107942,여,23,서울,앱스토어,13,Basic,9900,신용카드,0,12,2.7,35000,1228500,45,2,3.6,0.262,0.505,1
C107943,여,42,경기,검색광고,2,Basic,9900,신용카드,1,7,2.9,51000,295800,6,1,4.9,0.313,0.743,0
C107944,여,30,대전,지인추천,19,Basic,9900,신용카드,0,3,2.1,5000,199500,56,2,3.5,0.666,0.902,1
C107945,여,39,부산,앱스토어,11,Standard,19900,간편결제,1,15,3.0,30900,1019700,3,2,2.7,0.053,0.833,0
C107946,여,54,부산,앱스토어,26,Standard,19900,체크카드,1,6,7.5,19300,3763500,0,1,3.7,0.373,0.833,0
C107947,여,51,경기,검색광고,23,Standard,19900,간편결제,0,11,3.9,30500,2735800,25,0,3.2,0.271,0.625,0
C107948,여,56,부산,제휴몰,16,Basic,9900,신용카드,1,16,2.2,37600,1323500,7,2,4.4,0.219,0.661,0
C107949,여,46,경기,검색광고,9,Basic,9900,간편결제,0,12,2.2,37400,740500,26,1,4.5,0.211,0.96,0
C107950,남,38,서울,SNS,30,Standard,19900,간편결제,1,13,3.3,57000,5643000,20,2,3.3,0.294,0.695,0
C107951,남,48,인천,검색광고,20,Basic,9900,신용카드,1,2,1.0,26600,532000,58,2,2.8,0.407,0.564,1
C107952,여,46,서울,SNS,18,Premium,34900,신용카드,1,20,6.0,53100,5734800,0,2,3.6,0.175,0.756,0
C107953,여,36,경기,SNS,7,Basic,9900,체크카드,0,12,1.6,32600,365100,32,2,,0.191,0.755,0
C107954,여,62,기타,SNS,6,Standard,19900,신용카드,1,8,7.7,31800,1469200,0,0,4.2,0.607,,0
C107955,남,35,서울,지인추천,12,Basic,9900,간편결제,1,12,7.6,38200,3483800,0,4,3.7,0.576,0.8,0
C107956,여,53,서울,앱스토어,5,Standard,19900,간편결제,1,23,2.0,15800,158000,16,1,4.2,0.199,0.897,0
C107957,여,34,광주,제휴몰,5,Basic,9900,신용카드,0,7,4.1,36900,756400,30,0,3.6,0.4,0.804,1
C107958,남,42,경기,SNS,15,Standard,19900,신용카드,1,15,1.7,38500,981800,4,5,3.0,0.143,0.455,1
C107959,남,34,서울,SNS,9,Basic,9900,신용카드,1,24,1.6,47700,686900,13,2,2.4,0.147,0.634,1
C107960,여,45,대구,제휴몰,5,Basic,9900,신용카드,1,8,2.9,16400,237800,9,0,3.2,0.361,0.929,0
C107961,여,27,경기,앱스토어,18,Basic,9900,신용카드,1,16,6.3,33800,3832900,0,1,4.6,0.166,0.806,0
C107962,남,45,부산,제휴몰,6,Standard,19900,간편결제,0,7,0.9,44100,238100,37,0,2.6,0.073,0.805,1
C107963,여,46,대구,검색광고,20,Basic,9900,체크카드,1,0,1.1,27900,613800,46,1,4.7,0.099,0.79,0
C107964,여,36,경기,지인추천,5,Standard,19900,간편결제,0,7,0.8,32200,128800,89,5,1.0,0.429,,1
C107965,여,19,기타,앱스토어,10,Standard,19900,간편결제,0,11,3.9,44300,1727700,37,1,2.3,0.161,0.441,0
C107966,남,47,서울,검색광고,5,Basic,9900,체크카드,1,10,7.3,20400,744600,0,2,2.8,0.498,0.674,1
C107967,여,52,서울,지인추천,5,Standard,19900,신용카드,1,16,3.9,40900,797600,0,1,3.6,0.298,0.757,1
C107968,남,42,경기,SNS,37,Premium,34900,신용카드,0,19,5.7,39100,8246200,8,0,3.1,0.221,0.661,0
C107969,남,22,대전,지인추천,8,Basic,9900,간편결제,1,16,7.3,25400,1483400,23,4,3.2,0.182,0.869,0
C107970,여,23,기타,앱스토어,16,Basic,9900,신용카드,1,9,2.4,57300,2200300,11,4,3.3,0.122,0.702,0
C107971,여,47,서울,지인추천,6,Basic,9900,체크카드,1,12,3.6,45400,980600,0,2,1.4,0.361,0.717,0
C107972,남,44,서울,지인추천,19,Basic,9900,체크카드,0,18,6.5,31700,3915000,19,3,3.5,0.2,0.784,0
C107973,남,21,서울,검색광고,9,Standard,19900,계좌이체,1,12,4.6,36800,1523500,20,2,3.0,0.583,0.604,0
C107974,남,23,서울,앱스토어,17,Premium,34900,간편결제,0,23,7.7,34200,4476800,5,1,2.7,0.285,0.585,0
C107975,남,38,인천,앱스토어,18,Standard,19900,신용카드,1,29,4.4,24300,1924600,36,2,3.6,0.166,0.348,0
C107976,여,22,서울,검색광고,3,Standard,19900,간편결제,0,0,3.6,37000,399600,65,2,2.4,0.474,0.666,1
C107977,여,36,서울,검색광고,31,Premium,34900,계좌이체,1,9,2.6,27600,2224600,31,1,,0.172,0.757,0
C107978,여,46,인천,SNS,19,Basic,9900,신용카드,1,30,4.6,31700,2770600,0,3,2.5,0.091,0.465,0
C107979,여,39,서울,앱스토어,22,Basic,9900,간편결제,1,9,1.9,40800,1705400,24,2,2.5,0.4,0.858,0
C107980,여,19,광주,검색광고,27,Basic,9900,신용카드,1,11,1.0,33400,901800,8,3,4.5,0.6,0.758,0
C107981,여,42,인천,SNS,6,Standard,19900,신용카드,1,3,0.1,38800,23300,44,1,2.7,0.256,0.904,1
C107982,남,43,광주,앱스토어,12,Basic,9900,간편결제,0,6,1.9,24800,565400,41,2,3.2,0.212,0.794,1
C107983,여,28,부산,지인추천,25,Standard,19900,신용카드,1,15,4.0,55700,5570000,12,2,1.5,0.141,0.643,1
C107984,남,35,대구,SNS,6,Basic,9900,체크카드,0,24,3.0,44000,792000,97,2,3.3,0.291,0.511,1
C107985,남,46,경기,SNS,2,Standard,19900,신용카드,1,12,4.0,45400,363200,0,1,3.4,0.305,0.734,0
C107986,여,37,경기,검색광고,26,Premium,34900,간편결제,1,6,10.2,34500,9149400,2,0,2.4,0.322,0.647,0
C107987,여,25,인천,검색광고,2,Basic,9900,신용카드,0,4,0.5,33700,33700,61,1,4.7,0.178,0.571,1
C107988,여,59,경기,검색광고,16,Basic,9900,간편결제,1,10,1.8,36700,1057000,45,0,3.3,0.454,0.562,0
C107989,여,43,서울,SNS,16,Standard,19900,신용카드,1,18,4.7,46600,3504300,36,1,4.8,0.437,0.505,0
C107990,여,19,부산,검색광고,45,Basic,9900,계좌이체,1,9,5.0,31600,7110000,5,4,2.9,0.343,0.617,0
C107991,남,19,광주,SNS,17,Basic,9900,간편결제,1,17,1.7,35400,1023100,7,1,2.8,0.406,0.869,0
C107992,남,23,기타,검색광고,9,Standard,19900,간편결제,1,0,1.8,38000,615600,53,0,3.0,0.466,0.399,0
C107993,여,43,서울,지인추천,14,Standard,19900,계좌이체,1,10,3.0,35900,1507800,42,1,4.0,0.214,0.723,1
C107994,남,42,경기,검색광고,13,Basic,9900,신용카드,1,10,3.2,24200,1006700,79,3,1.5,0.405,0.794,1
C107995,여,34,서울,SNS,21,Basic,9900,간편결제,1,10,3.3,21000,1455300,0,0,3.9,0.346,0.775,0
C107996,여,32,경기,검색광고,7,Standard,19900,신용카드,1,9,3.1,25500,553400,6,2,2.6,0.32,0.904,1
C107997,남,44,서울,지인추천,31,Standard,19900,체크카드,1,6,2.5,24100,1867800,22,2,5.0,0.168,0.849,0
C107998,여,22,경기,SNS,32,Basic,9900,신용카드,1,25,3.5,29500,3304000,30,1,5.0,0.198,0.379,0
C107999,여,45,서울,SNS,16,Premium,34900,체크카드,0,16,3.6,56100,3231400,17,0,4.0,0.328,0.915,0
C108000,여,58,경기,지인추천,27,Premium,34900,체크카드,1,8,8.2,31200,6907700,0,2,4.3,0.261,0.567,0
C108001,여,29,대구,검색광고,5,Basic,9900,간편결제,1,16,3.2,45000,720000,45,0,3.4,0.294,0.813,0
C108002,여,51,경기,SNS,12,Premium,34900,신용카드,1,18,5.5,58000,3828000,1,2,3.9,0.321,0.852,0
C108003,남,28,서울,SNS,32,Standard,19900,신용카드,0,6,1.3,19600,815400,33,1,4.3,0.072,0.827,1
C108004,남,46,경기,검색광고,9,Premium,34900,신용카드,1,11,4.5,25400,1028700,35,2,5.0,0.517,0.862,0
C108005,남,50,경기,앱스토어,2,Standard,19900,신용카드,0,13,3.2,33600,215000,18,1,4.0,0.073,0.809,1
C108006,여,38,서울,앱스토어,34,Basic,9900,계좌이체,1,14,1.5,40000,2040000,9,0,5.0,0.191,0.707,0
C108007,여,51,서울,제휴몰,8,Premium,34900,신용카드,0,16,5.1,77800,3174200,82,1,2.6,0.598,0.72,0
C108008,여,53,서울,검색광고,11,Premium,34900,간편결제,0,20,2.9,46800,1492900,27,0,3.5,0.084,0.877,0
C108009,여,39,서울,검색광고,11,Standard,19900,체크카드,0,17,3.0,51300,1692900,10,1,3.8,0.176,0.656,0
C108010,여,36,기타,SNS,20,Standard,19900,체크카드,1,20,2.9,67500,3915000,0,0,3.2,0.479,0.853,0
C108011,남,52,서울,검색광고,6,Basic,9900,신용카드,1,0,2.3,30000,414000,39,0,3.9,0.483,0.532,0
C108012,여,45,대구,지인추천,20,Standard,19900,신용카드,0,18,1.4,50300,1408400,29,2,3.5,0.479,0.532,1
C108013,남,62,서울,제휴몰,10,Basic,9900,신용카드,1,17,1.7,45900,780300,0,3,2.0,0.204,0.672,1
C108014,남,58,서울,SNS,21,Basic,9900,간편결제,1,23,6.7,32500,4572800,0,0,3.8,0.281,0.734,0
C108015,남,45,경기,앱스토어,50,Standard,19900,체크카드,1,14,1.0,58100,2905000,8,3,2.3,0.428,0.44,0
C108016,여,56,서울,지인추천,11,Standard,19900,신용카드,0,25,2.0,22400,492800,39,1,3.7,,0.936,0
C108017,여,40,경기,앱스토어,15,Basic,9900,체크카드,0,21,3.2,11000,528000,30,0,3.9,0.309,0.896,0
C108018,여,32,경기,SNS,19,Standard,19900,간편결제,1,25,1.6,44800,1361900,2,2,4.5,0.357,0.793,0
C108019,여,36,대전,제휴몰,12,Basic,9900,간편결제,1,6,0.9,32000,345600,5,2,3.9,0.354,0.574,0
C108020,여,30,서울,지인추천,10,Standard,19900,신용카드,0,5,4.0,22900,916000,17,0,4.6,0.498,0.827,0
C108021,여,39,경기,제휴몰,26,Standard,19900,계좌이체,1,18,2.7,45500,3194100,18,2,4.6,0.034,0.565,0
C108022,남,38,경기,검색광고,19,Basic,9900,간편결제,1,9,2.5,25400,1206500,3,1,3.0,0.207,0.938,0
C108023,여,19,경기,검색광고,8,Basic,9900,체크카드,0,6,1.5,20300,243600,16,1,3.7,0.694,0.688,0
C108024,여,19,기타,검색광고,8,Standard,19900,신용카드,1,7,2.0,26600,425600,52,4,2.9,0.382,0.831,0
C108025,남,41,경기,SNS,9,Standard,19900,신용카드,1,16,1.4,17800,224300,29,2,5.0,0.518,0.774,0
C108026,남,41,경기,SNS,3,Standard,19900,체크카드,0,10,0.8,30700,73700,16,1,3.0,0.189,0.383,0
C108027,남,50,서울,지인추천,8,Basic,9900,신용카드,1,14,4.1,25800,846200,7,2,4.3,0.218,0.595,0
C108028,남,59,경기,앱스토어,4,Basic,9900,계좌이체,1,21,5.7,45100,1028300,13,0,3.0,0.326,0.695,0
C108029,남,23,인천,지인추천,14,Standard,19900,간편결제,1,8,1.8,22600,569500,33,0,3.9,0.103,0.408,0
C108030,남,29,경기,SNS,27,Basic,9900,계좌이체,0,5,0.5,34300,463000,40,0,4.2,0.437,0.601,1
C108031,남,24,서울,검색광고,2,Premium,34900,신용카드,1,19,3.0,49900,299400,23,0,3.8,0.119,0.846,0
C108032,여,24,대전,앱스토어,12,Premium,34900,신용카드,1,21,6.2,40500,3013200,6,1,4.4,0.454,0.953,0
C108033,여,50,서울,앱스토어,8,Standard,19900,간편결제,0,19,2.8,33600,752600,21,0,5.0,0.423,0.231,0
C108034,남,45,경기,SNS,16,Standard,19900,간편결제,1,14,6.7,49400,5295700,29,2,3.8,0.214,0.818,0
C108035,여,47,기타,SNS,20,Standard,19900,체크카드,1,14,2.0,35400,1416000,20,2,4.9,0.447,0.874,0
C108036,여,36,기타,SNS,5,Basic,9900,간편결제,1,17,1.6,34400,275200,0,1,3.7,0.377,0.871,1
C108037,여,37,대전,SNS,41,Standard,19900,신용카드,0,19,1.2,38200,1879400,67,2,,0.332,0.633,0
C108038,남,57,기타,앱스토어,5,Basic,9900,간편결제,1,23,4.4,25600,563200,3,0,2.6,,0.721,0
C108039,남,19,대구,앱스토어,43,Basic,9900,체크카드,1,18,2.9,28400,3541500,25,1,3.9,0.281,0.551,0
C108040,남,45,경기,SNS,10,Standard,19900,체크카드,1,15,4.5,37400,1683000,0,1,2.3,,0.849,0
C108041,여,45,기타,지인추천,19,Basic,9900,신용카드,0,13,3.0,56600,3226200,19,2,,0.307,0.779,0
C108042,여,33,광주,제휴몰,5,Basic,9900,신용카드,1,6,2.5,27200,340000,0,2,3.2,0.465,0.88,0
C108043,여,26,대전,지인추천,7,Basic,9900,신용카드,1,21,1.2,44200,371300,2,1,4.0,0.377,0.967,0
C108044,여,48,서울,앱스토어,20,Standard,19900,체크카드,0,8,3.4,32300,2196400,17,1,,0.14,0.433,0
C108045,여,46,경기,검색광고,7,Standard,19900,체크카드,1,18,1.2,51800,435100,5,1,5.0,0.398,0.626,0
C108046,남,38,부산,앱스토어,3,Standard,19900,계좌이체,1,9,1.7,45300,231000,0,0,3.0,0.089,,1
C108047,여,43,기타,지인추천,11,Premium,34900,신용카드,1,6,7.2,58200,4609400,0,0,3.2,0.349,0.29,0
C108048,남,33,기타,SNS,14,Basic,9900,간편결제,0,20,2.4,44300,1488500,89,2,3.4,0.324,0.912,1
C108049,남,40,서울,SNS,15,Premium,34900,체크카드,0,13,3.7,46400,2575200,42,1,5.0,0.182,0.917,0
C108050,남,42,기타,검색광고,11,Basic,9900,체크카드,0,9,2.7,35900,1066200,16,0,5.0,0.137,0.708,0
C108051,남,59,대구,앱스토어,15,Basic,9900,계좌이체,0,14,3.2,42800,2054400,43,2,3.8,0.43,0.447,1
C108052,여,32,서울,SNS,15,Basic,9900,체크카드,1,17,1.6,31400,753600,35,3,4.4,0.256,0.792,0
C108053,여,40,기타,제휴몰,11,Premium,34900,간편결제,1,25,3.0,25500,841500,71,1,4.5,0.17,0.86,0
C108054,여,33,경기,제휴몰,16,Standard,19900,체크카드,1,15,2.4,28900,1109800,26,0,4.0,0.376,0.769,0
C108055,여,38,서울,SNS,14,Standard,19900,신용카드,0,4,2.8,45600,1787500,53,0,4.3,0.039,0.431,1
C108056,남,25,서울,앱스토어,4,Basic,9900,간편결제,1,16,0.9,52700,189700,30,0,2.5,0.298,0.503,1
C108057,남,23,서울,제휴몰,14,Basic,9900,신용카드,0,13,4.6,22700,1461900,12,1,3.2,0.428,0.395,1
C108058,여,57,경기,검색광고,12,Premium,34900,체크카드,1,14,4.4,52700,2782600,0,2,3.1,0.396,0.897,0
C108059,남,38,기타,검색광고,17,Standard,19900,신용카드,1,15,4.6,11800,922800,0,1,4.2,0.565,0.673,0
C108060,여,28,경기,검색광고,20,Premium,34900,신용카드,1,26,5.0,52600,5260000,8,1,3.3,0.186,0.717,0
C108061,여,47,경기,검색광고,3,Premium,34900,체크카드,1,27,3.4,29900,305000,5,0,3.6,0.065,0.651,0
C108062,여,48,경기,검색광고,23,Standard,19900,간편결제,0,4,4.0,13400,1232800,54,2,2.8,0.2,0.527,0
C108063,여,40,부산,앱스토어,6,Basic,9900,신용카드,0,16,0.9,28900,156100,18,3,5.0,0.462,0.346,0
C108064,남,36,광주,지인추천,9,Standard,19900,체크카드,1,25,6.8,18600,1138300,2,1,2.8,0.599,0.566,0
C108065,여,38,인천,앱스토어,25,Basic,9900,신용카드,1,20,7.5,19200,3600000,0,1,3.5,0.088,0.899,0
C108066,여,54,기타,앱스토어,14,Basic,9900,체크카드,0,19,3.8,36400,1936500,42,1,3.7,0.633,0.832,0
C108067,남,36,경기,앱스토어,14,Basic,9900,간편결제,0,10,3.2,17500,784000,70,3,3.5,0.214,0.649,0
C108068,남,54,대구,검색광고,9,Basic,9900,신용카드,1,9,1.1,19400,192100,64,4,2.3,0.468,0.452,1
C108069,남,26,기타,SNS,27,Standard,19900,신용카드,1,11,2.8,45100,3409600,14,1,2.3,0.118,0.601,1
C108070,남,63,대전,앱스토어,19,Standard,19900,간편결제,0,19,1.2,10100,230300,18,1,4.7,0.559,0.735,0
C108071,남,39,경기,검색광고,18,Basic,9900,간편결제,1,9,4.1,29900,2206600,0,1,4.7,0.378,0.873,0
C108072,남,67,부산,지인추천,2,Basic,9900,신용카드,1,11,2.6,36900,191900,0,1,3.3,0.128,0.642,0
C108073,여,28,대구,제휴몰,11,Standard,19900,계좌이체,1,14,1.5,33500,552800,7,1,2.7,0.373,0.769,0
C108074,여,38,부산,앱스토어,37,Standard,19900,체크카드,1,17,2.2,26100,2124500,4,1,2.7,0.586,0.773,0
C108075,여,34,경기,검색광고,4,Standard,19900,간편결제,1,7,2.0,25400,203200,59,0,3.0,0.43,0.775,0
C108076,여,55,인천,검색광고,6,Basic,9900,신용카드,0,17,1.0,33400,200400,46,2,4.5,0.072,0.914,0
C108077,남,19,경기,지인추천,22,Standard,19900,체크카드,1,0,3.3,33600,2439400,71,2,1.8,0.101,0.717,1
C108078,남,55,부산,SNS,10,Basic,9900,신용카드,1,8,2.7,19400,523800,0,0,,0.382,0.789,0
C108079,여,42,대전,SNS,5,Standard,19900,간편결제,1,7,1.4,8900,62300,3,0,3.8,0.144,0.677,1
C108080,여,55,서울,지인추천,6,Premium,34900,신용카드,1,11,3.0,51100,919800,3,3,3.6,0.14,0.87,0
C108081,여,27,기타,검색광고,18,Standard,19900,체크카드,0,22,1.7,30100,921100,34,0,,0.442,0.756,0
C108082,남,38,부산,검색광고,53,Basic,9900,신용카드,1,20,2.0,38100,4038600,11,4,3.8,0.234,0.453,0
C108083,여,60,대구,SNS,23,Standard,19900,체크카드,1,8,2.2,43200,2185900,0,0,3.4,0.338,0.709,0
C108084,남,35,서울,제휴몰,28,Standard,19900,신용카드,1,18,1.1,17500,539000,19,1,4.6,0.405,0.817,0
C108085,남,36,경기,지인추천,6,Basic,9900,신용카드,1,18,4.1,38400,944600,27,1,2.8,0.456,0.611,0
C108086,여,28,경기,SNS,21,Premium,34900,신용카드,0,19,2.9,44900,2734400,45,1,3.7,0.044,0.64,0
C108087,남,40,서울,지인추천,1,Standard,19900,신용카드,1,0,7.3,51700,377400,31,0,3.3,,0.861,1
C108088,남,44,서울,앱스토어,5,Standard,19900,간편결제,1,16,2.3,17500,201200,3,3,,0.125,0.766,0
