고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C108074,4,81.4,2124500,4,5,4,13,3,0,성장 잠재고객
C108075,59,8.0,203200,1,1,1,3,2,0,일반 유지고객
C108076,46,6.0,200400,1,1,1,3,2,0,일반 유지고객
C108077,71,72.6,2439400,1,4,4,9,2,1,일반 유지고객
C108078,0,27.0,523800,5,2,2,9,0,0,휴면/이탈위험
C108079,3,7.0,62300,4,1,1,6,0,1,휴면/이탈위험
C108080,3,18.0,919800,4,2,3,9,0,0,휴면/이탈위험
C108081,34,30.6,921100,2,3,3,8,0,0,휴면/이탈위험
C108082,11,106.0,4038600,4,5,5,14,3,0,성장 잠재고객
C108083,0,50.6,2185900,5,4,4,13,0,0,휴면/이탈위험
C108084,19,30.8,539000,3,3,2,8,0,0,휴면/이탈위험
C108085,27,24.6,944600,2,2,3,7,0,0,휴면/이탈위험
C108086,45,60.9,2734400,1,4,5,10,2,0,일반 유지고객
C108087,31,7.3,377400,2,1,1,4,0,1,휴면/이탈위험
C108088,3,11.5,201200,4,1,1,6,0,0,휴면/이탈위험
C108089,0,186.9,8933800,5,5,5,15,1,0,VIP 충성고객
C108090,7,10.4,179900,4,1,1,6,0,0,휴면/이탈위험
C108091,0,70.2,2295500,5,4,4,13,3,0,성장 잠재고객
C108092,10,3.6,116300,4,1,1,6,0,0,휴면/이탈위험
C108093,19,30.8,458900,3,3,2,8,0,0,휴면/이탈위험
C108094,103,26.0,1411800,1,2,3,6,2,1,일반 유지고객
C108095,3,90.2,1786000,4,5,4,13,3,0,성장 잠재고객
C108096,69,48.0,1080000,1,4,3,8,2,0,일반 유지고객
C108097,19,90.3,1860200,3,5,4,12,3,0,성장 잠재고객
C108098,21,7.7,274900,3,1,1,5,0,0,휴면/이탈위험
C108099,1,17.0,470900,5,2,2,9,0,0,휴면/이탈위험
C108100,8,49.0,1577800,4,4,4,12,0,0,휴면/이탈위험
C108101,9,49.0,921200,4,4,3,11,0,0,휴면/이탈위험
C108102,19,19.8,99000,3,2,1,6,0,0,휴면/이탈위험
C108103,38,23.1,586700,2,2,2,6,2,0,일반 유지고객
C108104,1,14.4,763200,5,2,2,9,0,0,휴면/이탈위험
C108105,0,40.7,1640200,5,3,4,12,0,0,휴면/이탈위험
C108106,0,201.4,10936000,5,5,5,15,1,0,VIP 충성고객
C108107,29,9.6,529900,2,1,2,5,0,1,휴면/이탈위험
C108108,19,74.4,2380800,3,4,4,11,3,0,성장 잠재고객
C108109,43,31.2,1213700,1,3,3,7,2,1,일반 유지고객
C108110,3,31.2,1148200,4,3,3,10,0,0,휴면/이탈위험
C108111,8,12.8,331500,4,1,1,6,0,0,휴면/이탈위험
C108112,0,11.7,473800,5,1,2,8,0,0,휴면/이탈위험
C108113,22,24.0,1178400,2,2,3,7,0,1,휴면/이탈위험
C108114,54,18.6,264100,1,2,1,4,2,1,일반 유지고객
C108115,18,68.8,2490600,3,4,4,11,3,0,성장 잠재고객
C108116,82,22.1,850800,1,2,3,6,2,1,일반 유지고객
C108117,1,40.0,1076000,5,3,3,11,0,1,휴면/이탈위험
C108118,77,13.6,554900,1,1,2,4,2,0,일반 유지고객
C108119,25,52.5,1144500,2,4,3,9,0,0,휴면/이탈위험
C108120,0,86.4,4276800,5,5,5,15,3,0,성장 잠재고객
C108121,17,7.2,201600,3,1,1,5,0,0,휴면/이탈위험
C108122,13,14.4,551500,3,2,2,7,0,0,휴면/이탈위험
C108123,47,163.4,5130800,1,5,5,11,1,1,VIP 충성고객
C108124,44,9.0,268200,1,1,1,3,2,1,일반 유지고객
C108125,0,69.6,4357000,5,4,5,14,3,0,성장 잠재고객
C108126,78,10.5,350700,1,1,1,3,2,1,일반 유지고객
C108127,0,79.2,1758200,5,5,4,14,3,0,성장 잠재고객
C108128,37,7.5,153800,2,1,1,4,2,1,일반 유지고객
C108129,36,4.4,124500,2,1,1,4,2,0,일반 유지고객
C108130,15,4.0,98800,3,1,1,5,0,0,휴면/이탈위험
C108131,8,45.9,2382200,4,4,4,12,0,1,휴면/이탈위험
C108132,16,72.0,2908800,3,4,5,12,3,0,성장 잠재고객
C108133,0,129.6,4263800,5,5,5,15,3,0,성장 잠재고객
C108134,20,18.4,636600,3,2,2,7,0,0,휴면/이탈위험
C108135,25,37.4,1234200,2,3,3,8,0,0,휴면/이탈위험
C108136,31,3.5,91400,2,1,1,4,0,1,휴면/이탈위험
C108137,0,52.0,774800,5,4,2,11,0,0,휴면/이탈위험
C108138,39,10.5,195300,1,1,1,3,2,0,일반 유지고객
C108139,8,91.2,4459700,4,5,5,14,3,0,성장 잠재고객
C108140,51,26.4,995300,1,2,3,6,2,1,일반 유지고객
C108141,14,47.6,1942100,3,4,4,11,0,0,휴면/이탈위험
C108142,45,1.9,37000,1,1,1,3,2,0,일반 유지고객
C108143,17,35.1,400100,3,3,1,7,0,0,휴면/이탈위험
C108144,0,18.0,833400,5,2,3,10,0,0,휴면/이탈위험
C108145,8,9.0,171000,4,1,1,6,0,0,휴면/이탈위험
C108146,36,36.3,867600,2,3,3,8,2,0,일반 유지고객
C108147,0,25.3,893100,5,2,3,10,0,0,휴면/이탈위험
C108148,85,11.0,473000,1,1,2,4,2,1,일반 유지고객
C108149,17,3.0,47700,3,1,1,5,0,0,휴면/이탈위험
C108150,0,175.5,7651800,5,5,5,15,1,0,VIP 충성고객
C108151,0,75.9,2876600,5,5,5,15,3,0,성장 잠재고객
C108152,0,278.4,15479000,5,5,5,15,1,0,VIP 충성고객
C108153,7,40.5,2110000,4,3,4,11,0,0,휴면/이탈위험
C108154,48,50.6,2130300,1,4,4,9,2,0,일반 유지고객
C108155,0,112.2,4252400,5,5,5,15,3,0,성장 잠재고객
C108156,43,22.4,981100,1,2,3,6,2,1,일반 유지고객
C108157,40,120.0,6228000,1,5,5,11,3,0,성장 잠재고객
C108158,0,222.0,7348200,5,5,5,15,1,0,VIP 충성고객
C108159,88,9.6,377300,1,1,1,3,2,1,일반 유지고객
C108160,16,11.7,379100,3,1,1,5,0,0,휴면/이탈위험
C108161,14,37.5,2332500,3,3,4,10,0,0,휴면/이탈위험
C108162,54,18.0,565200,1,2,2,5,2,1,일반 유지고객
C108163,11,25.2,950000,4,2,3,9,0,0,휴면/이탈위험
C108164,0,49.4,2410700,5,4,4,13,0,0,휴면/이탈위험
C108165,27,28.5,1168500,2,3,3,8,0,0,휴면/이탈위험
C108166,26,46.0,970600,2,4,3,9,0,0,휴면/이탈위험
C108167,5,25.2,821500,4,2,3,9,0,0,휴면/이탈위험
C108168,112,57.5,2093000,1,4,4,9,2,0,일반 유지고객
C108169,11,43.5,1313700,4,3,3,10,0,0,휴면/이탈위험
C108170,25,14.5,365400,2,2,1,5,0,0,휴면/이탈위험
C108171,4,17.1,658400,4,2,2,8,0,0,휴면/이탈위험
C108172,0,48.0,1464000,5,4,4,13,0,0,휴면/이탈위험
C108173,1,3.9,158300,5,1,1,7,0,0,휴면/이탈위험
C108174,7,24.5,754600,4,2,2,8,0,0,휴면/이탈위험
C108175,0,22.0,209000,5,2,1,8,0,0,휴면/이탈위험
C108176,49,7.4,195400,1,1,1,3,2,0,일반 유지고객
C108177,18,38.5,1147300,3,3,3,9,0,0,휴면/이탈위험
C108178,13,180.2,8703700,3,5,5,13,1,0,VIP 충성고객
C108179,21,307.2,12933100,3,5,5,13,1,0,VIP 충성고객
C108180,91,31.2,1145000,1,3,3,7,2,1,일반 유지고객
C108181,23,27.0,869400,2,2,3,7,0,1,휴면/이탈위험
C108182,40,14.0,700000,1,1,2,4,2,0,일반 유지고객
C108183,0,20.8,767500,5,2,2,9,0,0,휴면/이탈위험
C108184,0,27.2,829600,5,3,3,11,0,0,휴면/이탈위험
C108185,22,109.2,3636400,2,5,5,12,3,0,성장 잠재고객
C108186,12,15.4,77000,3,2,1,6,0,0,휴면/이탈위험
C108187,57,132.0,5623200,1,5,5,11,3,0,성장 잠재고객
C108188,13,48.6,466600,3,4,2,9,0,1,휴면/이탈위험
C108189,0,118.8,4645100,5,5,5,15,3,0,성장 잠재고객
C108190,64,58.5,3738200,1,4,5,10,2,0,일반 유지고객
C108191,84,9.5,85500,1,1,1,3,2,0,일반 유지고객
C108192,32,10.8,371500,2,1,1,4,0,1,휴면/이탈위험
C108193,50,32.0,1132800,1,3,3,7,2,1,일반 유지고객
C108194,49,62.4,1017100,1,4,3,8,2,0,일반 유지고객
C108195,30,70.5,3637800,2,4,5,11,3,0,성장 잠재고객
C108196,18,8.0,216800,3,1,1,5,0,0,휴면/이탈위험
C108197,28,47.6,2156300,2,4,4,10,0,0,휴면/이탈위험
C108198,29,64.0,2406400,2,4,4,10,3,0,성장 잠재고객
C108199,17,59.8,2882400,3,4,5,12,3,0,성장 잠재고객
C108200,12,36.8,986200,3,3,3,9,0,0,휴면/이탈위험
C108201,30,58.8,2616600,2,4,5,11,3,0,성장 잠재고객
C108202,25,24.0,573600,2,2,2,6,0,0,휴면/이탈위험
C108203,18,15.4,602100,3,2,2,7,0,0,휴면/이탈위험
C108204,92,77.5,2743500,1,5,5,11,2,1,일반 유지고객
C108205,0,25.0,772500,5,2,2,9,0,0,휴면/이탈위험
C108206,34,3.5,77300,2,1,1,4,0,0,휴면/이탈위험
C108207,4,86.8,434000,4,5,2,11,0,0,휴면/이탈위험
C108208,14,16.5,602200,3,2,2,7,0,0,휴면/이탈위험
C108209,68,137.5,5211200,1,5,5,11,3,1,성장 잠재고객
C108210,9,53.3,2942200,4,4,5,13,3,0,성장 잠재고객
C108211,15,44.8,1102100,3,4,3,10,0,0,휴면/이탈위험
C108212,14,42.9,1553000,3,3,4,10,0,0,휴면/이탈위험
C108213,14,48.0,1891200,3,4,4,11,0,0,휴면/이탈위험
C108214,14,43.2,1382400,3,3,3,9,0,0,휴면/이탈위험
C108215,0,136.5,4941300,5,5,5,15,3,0,성장 잠재고객
C108216,23,78.2,2635300,2,5,5,12,3,0,성장 잠재고객
C108217,28,39.0,1060800,2,3,3,8,0,0,휴면/이탈위험
C108218,0,37.6,1710800,5,3,4,12,0,0,휴면/이탈위험
C108219,50,76.8,1858600,1,5,4,10,2,1,일반 유지고객
C108220,13,15.4,546700,3,2,2,7,0,0,휴면/이탈위험
C108221,21,21.6,650200,3,2,2,7,0,0,휴면/이탈위험
C108222,46,66.0,1993200,1,4,4,9,2,0,일반 유지고객
C108223,15,35.2,1432600,3,3,4,10,0,0,휴면/이탈위험
C108224,1,6.8,205400,5,1,1,7,0,0,휴면/이탈위험
C108225,35,36.0,342000,2,3,1,6,0,1,휴면/이탈위험
C108226,0,9.6,497300,5,1,2,8,0,0,휴면/이탈위험
C108227,36,31.5,834800,2,3,3,8,2,1,일반 유지고객
C108228,2,81.9,2981200,4,5,5,14,3,0,성장 잠재고객
C108229,0,55.0,1749000,5,4,4,13,0,0,휴면/이탈위험
C108230,17,19.6,384200,3,2,1,6,0,0,휴면/이탈위험
C108231,12,78.0,2394600,3,5,4,12,3,0,성장 잠재고객
C108232,0,84.1,2127700,5,5,4,14,3,0,성장 잠재고객
C108233,36,8.8,358200,2,1,1,4,2,0,일반 유지고객
C108234,33,23.1,302600,2,2,1,5,0,1,휴면/이탈위험
C108235,36,14.4,285100,2,2,1,5,2,1,일반 유지고객
C108236,6,84.0,3645600,4,5,5,14,3,0,성장 잠재고객
C108237,0,6.6,244200,5,1,1,7,0,0,휴면/이탈위험
C108238,12,114.0,5346600,3,5,5,13,3,0,성장 잠재고객
C108239,50,19.0,908200,1,2,3,6,2,0,일반 유지고객
C108240,0,31.0,688200,5,3,2,10,0,0,휴면/이탈위험
C108241,0,16.8,902200,5,2,3,10,0,0,휴면/이탈위험
C108242,58,9.1,423200,1,1,2,4,2,0,일반 유지고객
C108243,40,11.9,358200,1,1,1,3,2,0,일반 유지고객
C108244,20,9.0,132300,3,1,1,5,0,1,휴면/이탈위험
C108245,43,86.1,2548600,1,5,4,10,3,0,성장 잠재고객
C108246,23,143.5,3243100,2,5,5,12,3,0,성장 잠재고객
C108247,18,28.8,938900,3,3,3,9,0,0,휴면/이탈위험
C108248,3,8.8,249900,4,1,1,6,0,1,휴면/이탈위험
C108249,32,52.8,1731800,2,4,4,10,0,0,휴면/이탈위험
C108250,16,95.2,3512900,3,5,5,13,3,0,성장 잠재고객
C108251,0,81.2,2639000,5,5,5,15,3,0,성장 잠재고객
C108252,4,122.4,6132200,4,5,5,14,3,0,성장 잠재고객
C108253,44,18.5,625300,1,2,2,5,2,1,일반 유지고객
C108254,1,32.4,1004400,5,3,3,11,0,0,휴면/이탈위험
C108255,77,43.4,1931300,1,3,4,8,2,0,일반 유지고객
C108256,0,84.8,2196300,5,5,4,14,3,0,성장 잠재고객
C108257,0,42.0,1549800,5,3,4,12,0,0,휴면/이탈위험
C108258,7,133.5,3524400,4,5,5,14,3,0,성장 잠재고객
C108259,132,74.8,3777400,1,4,5,10,2,1,일반 유지고객
C108260,74,68.2,4017000,1,4,5,10,2,0,일반 유지고객
C108261,1,42.5,998800,5,3,3,11,0,0,휴면/이탈위험
C108262,12,85.8,1741700,3,5,4,12,3,1,성장 잠재고객
C108263,0,15.6,728500,5,2,2,9,0,0,휴면/이탈위험
C108264,0,194.4,6279100,5,5,5,15,1,0,VIP 충성고객
C108265,40,30.8,1416800,1,3,4,8,2,1,일반 유지고객
C108266,57,1.8,72000,1,1,1,3,2,1,일반 유지고객
C108267,46,31.2,1042100,1,3,3,7,2,0,일반 유지고객
C108268,49,72.2,3032400,1,4,5,10,2,0,일반 유지고객
C108269,12,7.7,102400,3,1,1,5,0,0,휴면/이탈위험
C108270,14,17.5,407800,3,2,1,6,0,0,휴면/이탈위험
C108271,22,7.2,300200,2,1,1,4,0,1,휴면/이탈위험
C108272,0,17.7,624800,5,2,2,9,0,0,휴면/이탈위험
C108273,17,21.0,808500,3,2,2,7,0,0,휴면/이탈위험
C108274,45,8.4,306600,1,1,1,3,2,0,일반 유지고객
C108275,2,39.2,1211300,4,3,3,10,0,0,휴면/이탈위험
C108276,13,86.4,3317800,3,5,5,13,3,0,성장 잠재고객
C108277,17,25.2,632500,3,2,2,7,0,1,휴면/이탈위험
C108278,21,14.0,691600,3,1,2,6,0,0,휴면/이탈위험
C108279,10,14.8,589000,4,2,2,8,0,1,휴면/이탈위험
C108280,13,40.5,1296000,3,3,3,9,0,0,휴면/이탈위험
C108281,5,5.8,190200,4,1,1,6,0,0,휴면/이탈위험
C108282,60,33.6,588000,1,3,2,6,2,1,일반 유지고객
C108283,59,4.8,102200,1,1,1,3,2,1,일반 유지고객
C108284,25,123.2,2993800,2,5,5,12,3,1,성장 잠재고객
C108285,11,164.3,6407700,4,5,5,14,1,0,VIP 충성고객
C108286,24,19.0,509200,2,2,2,6,0,0,휴면/이탈위험
C108287,102,30.0,810000,1,3,3,7,2,0,일반 유지고객
C108288,55,10.2,321300,1,1,1,3,2,1,일반 유지고객
C108289,28,95.7,2019300,2,5,4,11,3,0,성장 잠재고객
C108290,64,70.4,1745900,1,4,4,9,2,1,일반 유지고객
C108291,0,7.5,306000,5,1,1,7,0,0,휴면/이탈위험
C108292,15,20.5,557600,3,2,2,7,0,0,휴면/이탈위험
C108293,33,88.2,5609500,2,5,5,12,3,0,성장 잠재고객
C108294,0,56.1,1447400,5,4,4,13,0,0,휴면/이탈위험
C108295,4,8.8,167200,4,1,1,6,0,0,휴면/이탈위험
C108296,39,28.9,1586600,1,3,4,8,2,0,일반 유지고객
C108297,7,150.5,6050100,4,5,5,14,1,0,VIP 충성고객
C108298,30,26.4,565000,2,2,2,6,0,1,휴면/이탈위험
C108299,22,25.3,607200,2,2,2,6,0,0,휴면/이탈위험
C108300,3,65.0,1345500,4,4,3,11,0,1,휴면/이탈위험
C108301,14,25.5,538000,3,2,2,7,0,0,휴면/이탈위험
C108302,73,42.9,849400,1,3,3,7,2,0,일반 유지고객
C108303,12,9.5,307800,3,1,1,5,0,0,휴면/이탈위험
C108304,4,11.4,172100,4,1,1,6,0,0,휴면/이탈위험
C108305,30,16.2,531400,2,2,2,6,0,0,휴면/이탈위험
C108306,0,180.0,4338000,5,5,5,15,3,0,성장 잠재고객
C108307,8,57.0,1772700,4,4,4,12,0,0,휴면/이탈위험
C108308,6,116.0,7714000,4,5,5,14,1,1,VIP 충성고객
C108309,0,83.2,1547500,5,5,4,14,3,0,성장 잠재고객
C108310,35,45.5,2093000,2,4,4,10,2,0,일반 유지고객
C108311,0,9.7,391900,5,1,1,7,0,1,휴면/이탈위험
C108312,61,58.0,1531200,1,4,4,9,2,0,일반 유지고객
C108313,0,19.2,1096300,5,2,3,10,0,1,휴면/이탈위험
C108314,10,27.3,685200,4,3,2,9,0,0,휴면/이탈위험
C108315,10,2.0,105400,4,1,1,6,0,0,휴면/이탈위험
C108316,0,22.4,407700,5,2,1,8,0,0,휴면/이탈위험
C108317,9,14.0,200200,4,1,1,6,0,0,휴면/이탈위험
C108318,44,14.7,470400,1,2,2,5,2,1,일반 유지고객
C108319,21,47.7,2752300,3,4,5,12,3,0,성장 잠재고객
C108320,10,21.9,1136600,4,2,3,9,0,0,휴면/이탈위험
C108321,20,18.0,558000,3,2,2,7,0,0,휴면/이탈위험
C108322,4,18.9,563200,4,2,2,8,0,0,휴면/이탈위험
C108323,7,18.4,555700,4,2,2,8,0,0,휴면/이탈위험
C108324,0,274.4,7820400,5,5,5,15,1,0,VIP 충성고객
C108325,8,37.8,661500,4,3,2,9,0,0,휴면/이탈위험
C108326,17,102.0,3794400,3,5,5,13,3,0,성장 잠재고객
C108327,27,54.4,2061800,2,4,4,10,0,1,휴면/이탈위험
C108328,33,13.5,382000,2,1,1,4,0,1,휴면/이탈위험
C108329,0,99.0,3484800,5,5,5,15,3,0,성장 잠재고객
C108330,15,88.0,4303200,3,5,5,13,3,0,성장 잠재고객
C108331,42,3.6,182200,1,1,1,3,2,1,일반 유지고객
C108332,10,8.4,145300,4,1,1,6,0,0,휴면/이탈위험
C108333,17,8.4,332600,3,1,1,5,0,0,휴면/이탈위험
C108334,0,16.0,520000,5,2,2,9,0,0,휴면/이탈위험
C108335,57,86.4,3965800,1,5,5,11,3,0,성장 잠재고객
C108336,86,64.8,2177300,1,4,4,9,2,1,일반 유지고객
C108337,6,39.6,495000,4,3,2,9,0,0,휴면/이탈위험
C108338,81,16.5,348200,1,2,1,4,2,0,일반 유지고객
C108339,18,45.9,2377600,3,4,4,11,0,0,휴면/이탈위험
C108340,54,53.2,1404500,1,4,3,8,2,1,일반 유지고객
C108341,11,56.7,2336000,4,4,4,12,3,0,성장 잠재고객
C108342,39,40.8,1003700,1,3,3,7,2,0,일반 유지고객
C108343,7,68.2,2919000,4,4,5,13,3,0,성장 잠재고객
C108344,2,31.5,1184400,4,3,3,10,0,0,휴면/이탈위험
C108345,27,10.2,624200,2,1,2,5,0,0,휴면/이탈위험
C108346,51,26.6,662300,1,2,2,5,2,0,일반 유지고객
C108347,3,67.1,4307800,4,4,5,13,3,0,성장 잠재고객
C108348,17,30.6,287600,3,3,1,7,0,0,휴면/이탈위험
C108349,14,8.8,563200,3,1,2,6,0,0,휴면/이탈위험
C108350,9,6.2,244900,4,1,1,6,0,0,휴면/이탈위험
C108351,1,52.8,1362200,5,4,3,12,0,0,휴면/이탈위험
C108352,33,31.0,740900,2,3,2,7,0,0,휴면/이탈위험
C108353,3,12.8,209900,4,1,1,6,0,0,휴면/이탈위험
C108354,8,37.0,1905500,4,3,4,11,0,0,휴면/이탈위험
C108355,48,20.4,663000,1,2,2,5,2,0,일반 유지고객
C108356,12,24.2,774400,3,2,2,7,0,0,휴면/이탈위험
C108357,0,22.2,468400,5,2,2,9,0,0,휴면/이탈위험
C108358,19,33.6,836600,3,3,3,9,0,0,휴면/이탈위험
C108359,43,18.0,648000,1,2,2,5,2,1,일반 유지고객
C108360,31,8.2,129600,2,1,1,4,0,0,휴면/이탈위험
C108361,35,26.0,566800,2,2,2,6,0,1,휴면/이탈위험
C108362,11,195.2,2459500,4,5,4,13,3,1,성장 잠재고객
C108363,33,62.4,2134100,2,4,4,10,3,0,성장 잠재고객
C108364,108,46.2,1145800,1,4,3,8,2,0,일반 유지고객
C108365,52,23.0,979800,1,2,3,6,2,1,일반 유지고객
C108366,16,6.6,283800,3,1,1,5,0,0,휴면/이탈위험
C108367,5,28.0,1436400,4,3,4,11,0,0,휴면/이탈위험
C108368,48,191.1,4911300,1,5,5,11,1,1,VIP 충성고객
C108369,20,50.4,1638000,3,4,4,11,0,0,휴면/이탈위험
C108370,6,78.2,1063500,4,5,3,12,0,0,휴면/이탈위험
C108371,16,57.8,2733900,3,4,5,12,3,1,성장 잠재고객
C108372,17,72.5,2167800,3,4,4,11,3,0,성장 잠재고객
C108373,0,58.5,1907100,5,4,4,13,0,0,휴면/이탈위험
C108374,8,57.6,2056300,4,4,4,12,0,0,휴면/이탈위험
C108375,29,28.6,220200,2,3,1,6,0,1,휴면/이탈위험
C108376,0,40.2,912500,5,3,3,11,0,0,휴면/이탈위험
C108377,10,39.2,1975700,4,3,4,11,0,0,휴면/이탈위험
C108378,11,78.0,2137200,4,5,4,13,3,0,성장 잠재고객
C108379,0,200.0,10300000,5,5,5,15,1,0,VIP 충성고객
C108380,77,5.0,283000,1,1,1,3,2,0,일반 유지고객
C108381,11,96.9,1657000,4,5,4,13,3,0,성장 잠재고객
C108382,17,9.6,341800,3,1,1,5,0,0,휴면/이탈위험
C108383,0,106.7,1525800,5,5,4,14,3,0,성장 잠재고객
C108384,5,27.0,1563300,4,2,4,10,0,0,휴면/이탈위험
C108385,35,10.8,226800,2,1,1,4,0,0,휴면/이탈위험
C108386,17,11.1,400700,3,1,1,5,0,0,휴면/이탈위험
C108387,38,58.8,1234800,2,4,3,9,2,0,일반 유지고객
C108388,42,18.2,351300,1,2,1,4,2,0,일반 유지고객
C108389,14,28.8,1785600,3,3,4,10,0,0,휴면/이탈위험
C108390,33,85.1,2246600,2,5,4,11,3,1,성장 잠재고객
C108391,81,45.0,1656000,1,4,4,9,2,1,일반 유지고객
C108392,0,48.0,1824000,5,4,4,13,0,0,휴면/이탈위험
C108393,7,16.0,787200,4,2,2,8,0,0,휴면/이탈위험
C108394,43,17.6,227000,1,2,1,4,2,1,일반 유지고객
C108395,33,105.6,3928300,2,5,5,12,3,0,성장 잠재고객
C108396,4,62.1,2192100,4,4,4,12,3,0,성장 잠재고객
C108397,54,45.0,1993500,1,4,4,9,2,0,일반 유지고객
C108398,9,56.0,2038400,4,4,4,12,0,0,휴면/이탈위험
C108399,32,38.0,1911400,2,3,4,9,0,0,휴면/이탈위험
C108400,30,2.1,91100,2,1,1,4,0,0,휴면/이탈위험
C108401,0,7.8,450800,5,1,2,8,0,0,휴면/이탈위험
C108402,47,58.3,2017200,1,4,4,9,2,1,일반 유지고객
C108403,4,123.2,1207400,4,5,3,12,3,0,성장 잠재고객
C108404,16,46.2,720700,3,4,2,9,0,0,휴면/이탈위험
C108405,0,74.2,2508000,5,4,4,13,3,0,성장 잠재고객
C108406,19,51.3,2293100,3,4,4,11,0,0,휴면/이탈위험
C108407,30,24.2,859100,2,2,3,7,0,1,휴면/이탈위험
C108408,25,15.0,747000,2,2,2,6,0,0,휴면/이탈위험
C108409,0,148.0,9190800,5,5,5,15,1,0,VIP 충성고객
C108410,11,14.3,705000,4,1,2,7,0,0,휴면/이탈위험
C108411,8,0.9,32900,4,1,1,6,0,0,휴면/이탈위험
C108412,0,97.2,4685000,5,5,5,15,3,0,성장 잠재고객
C108413,25,10.8,634000,2,1,2,5,0,1,휴면/이탈위험
C108414,12,61.6,4472200,3,4,5,12,3,1,성장 잠재고객
C108415,14,73.1,1798300,3,4,4,11,3,0,성장 잠재고객
C108416,40,13.2,557000,1,1,2,4,2,1,일반 유지고객
C108417,68,44.2,601100,1,4,2,7,2,0,일반 유지고객
C108418,0,9.0,286200,5,1,1,7,0,0,휴면/이탈위험
C108419,34,18.0,718200,2,2,2,6,0,0,휴면/이탈위험
C108420,42,45.5,2375100,1,4,4,9,2,0,일반 유지고객
C108421,0,100.7,5337100,5,5,5,15,3,0,성장 잠재고객
C108422,73,16.1,668100,1,2,2,5,2,0,일반 유지고객
C108423,14,73.8,2804400,3,4,5,12,3,0,성장 잠재고객
C108424,31,10.5,472500,2,1,2,5,0,0,휴면/이탈위험
C108425,0,51.2,2452500,5,4,4,13,3,0,성장 잠재고객
C108426,14,58.8,646800,3,4,2,9,0,0,휴면/이탈위험
C108427,0,35.2,1288300,5,3,3,11,0,0,휴면/이탈위험
C108428,0,10.0,334000,5,1,1,7,0,0,휴면/이탈위험
C108429,60,10.8,455800,1,1,2,4,2,1,일반 유지고객
C108430,0,6.4,229100,5,1,1,7,0,0,휴면/이탈위험
C108431,38,7.6,249300,2,1,1,4,2,1,일반 유지고객
C108432,5,3.6,146200,4,1,1,6,0,0,휴면/이탈위험
C108433,9,61.1,1020400,4,4,3,11,0,0,휴면/이탈위험
C108434,38,7.2,331900,2,1,1,4,2,1,일반 유지고객
C108435,51,203.5,3093200,1,5,5,11,3,0,성장 잠재고객
C108436,4,5.6,151800,4,1,1,6,0,0,휴면/이탈위험
C108437,21,16.0,80000,3,2,1,6,0,0,휴면/이탈위험
C108438,0,80.3,3428800,5,5,5,15,3,0,성장 잠재고객
C108439,16,54.0,1571400,3,4,4,11,0,0,휴면/이탈위험
C108440,20,17.6,645900,3,2,2,7,0,0,휴면/이탈위험
C108441,6,18.2,475000,4,2,2,8,0,0,휴면/이탈위험
C108442,0,0.6,9400,5,1,1,7,0,0,휴면/이탈위험
C108443,11,10.4,627100,4,1,2,7,0,0,휴면/이탈위험
C108444,23,105.0,4714500,2,5,5,12,3,1,성장 잠재고객
C108445,49,50.7,2413300,1,4,4,9,2,0,일반 유지고객
C108446,0,88.2,2928200,5,5,5,15,3,0,성장 잠재고객
C108447,15,30.0,1146000,3,3,3,9,0,0,휴면/이탈위험
C108448,12,14.0,371000,3,1,1,5,0,1,휴면/이탈위험
C108449,37,73.1,2580400,2,4,5,11,3,0,성장 잠재고객
C108450,0,147.9,7084400,5,5,5,15,1,0,VIP 충성고객
C108451,52,52.0,1887600,1,4,4,9,2,1,일반 유지고객
C108452,0,45.9,1923200,5,4,4,13,0,0,휴면/이탈위험
C108453,12,163.8,6208000,3,5,5,13,1,0,VIP 충성고객
C108454,133,7.4,410700,1,1,1,3,2,1,일반 유지고객
C108455,38,30.4,839000,2,3,3,8,2,0,일반 유지고객
C108456,32,27.6,1335800,2,3,3,8,0,1,휴면/이탈위험
C108457,0,66.6,1884800,5,4,4,13,3,0,성장 잠재고객
C108458,0,129.6,4237900,5,5,5,15,3,0,성장 잠재고객
C108459,31,39.9,1580000,2,3,4,9,0,0,휴면/이탈위험
C108460,23,44.8,1523200,2,4,4,10,0,0,휴면/이탈위험
C108461,23,81.0,4025700,2,5,5,12,3,0,성장 잠재고객
C108462,10,36.0,1407600,4,3,3,10,0,0,휴면/이탈위험
C108463,0,70.3,2362100,5,4,4,13,3,1,성장 잠재고객
C108464,53,24.0,1324800,1,2,3,6,2,1,일반 유지고객
C108465,23,22.0,961400,2,2,3,7,0,0,휴면/이탈위험
C108466,13,62.4,3400800,3,4,5,12,3,0,성장 잠재고객
C108467,24,28.0,921200,2,3,3,8,0,0,휴면/이탈위험
C108468,58,18.2,611500,1,2,2,5,2,1,일반 유지고객
C108469,0,23.1,600600,5,2,2,9,0,0,휴면/이탈위험
C108470,31,12.0,332400,2,1,1,4,0,0,휴면/이탈위험
C108471,18,2.8,92400,3,1,1,5,0,0,휴면/이탈위험
C108472,23,28.0,1108800,2,3,3,8,0,1,휴면/이탈위험
C108473,26,20.0,654000,2,2,2,6,0,1,휴면/이탈위험
